host_id,price,number_of_reviews,calculated_host_listings_count,availability_365,host_since_days,host_is_superhost,,host_listings_count,host_total_listings_count,host_has_profile_pic,,host_identity_verified,,accommodates,bathrooms,bedrooms,beds,avg_rm,availability_30,availability_60,availability_90,number_of_reviews_ltm,instant_bookable,,NumberOfVerfication,govermentIdentification,,numberofamentities
157426237,125,13,1,121,1102,t,0,1,1,t,0,f,1,1,1,1,0,0.666666667,0,0,0,7,f,1,2,no,0,15
270119516,149,4,13,167,509,f,1,13,13,t,0,t,0,4,1,1,2,1.333333333,30,60,90,4,t,0,2,no,0,16
270119516,149,0,13,99,509,f,1,13,13,t,0,t,0,4,1,1,2,1.333333333,30,54,64,0,t,0,2,no,0,16
270119516,149,0,13,147,509,f,1,13,13,t,0,t,0,4,1,1,2,1.333333333,30,57,87,0,t,0,2,no,0,16
270119516,149,1,13,138,509,f,1,13,13,t,0,t,0,4,1,1,2,1.333333333,29,53,81,1,t,0,2,no,0,16
270119516,149,0,13,169,509,f,1,13,13,t,0,t,0,4,1,1,2,1.333333333,18,41,70,0,t,0,2,no,0,16
74030177,150,3,2,89,1630,f,1,1,1,t,0,f,1,2,1,1,0,0.666666667,29,59,89,3,f,1,3,no,0,35
270119516,159,2,13,138,509,f,1,13,13,t,0,t,0,5,1,1,3,1.666666667,27,51,79,2,t,0,2,no,0,16
17477818,175,0,1,365,2325,f,1,1,1,t,0,t,0,2,2,1,1,1.333333333,30,60,90,0,f,1,6,no,0,0
29882720,185,1,5,257,2059,t,0,12,12,t,0,t,0,16,5,8,8,7,25,53,83,1,f,1,8,yes,1,29
71747204,200,7,4,0,1642,f,1,2,2,t,0,f,1,1,1,1,1,1,0,0,0,0,f,1,5,yes,1,14
288159488,29,1,2,0,446,f,1,7,7,t,0,f,1,2,1,1,1,1,0,0,0,1,t,0,6,yes,1,34
54266519,300,0,2,0,1765,f,1,2,2,t,0,f,1,3,1,1,2,1.333333333,0,0,0,0,f,1,8,yes,1,23
54266519,300,0,2,0,1765,f,1,2,2,t,0,f,1,3,1,1,1,1,0,0,0,0,f,1,8,yes,1,22
53951137,300,3,1,0,1767,f,1,1,1,t,0,f,1,2,2,1,1,1.333333333,0,0,0,2,t,0,8,yes,1,18
3547828,35,2,11,365,2981,f,1,10,10,t,0,t,0,1,1,1,1,1,30,60,90,0,f,1,7,yes,1,22
3547828,35,1,11,76,2981,f,1,10,10,t,0,t,0,1,1,1,1,1,16,46,76,1,f,1,7,yes,1,23
288159488,35,0,2,0,446,f,1,7,7,t,0,f,1,2,1,1,1,1,0,0,0,0,t,0,6,yes,1,18
3547828,35,0,11,167,2981,f,1,10,10,t,0,t,0,1,1,1,1,1,27,57,87,0,f,1,7,yes,1,21
3547828,38,0,11,330,2981,f,1,10,10,t,0,t,0,1,1,1,1,1,0,25,55,0,f,1,7,yes,1,22
3547828,39,1,11,358,2981,f,1,10,10,t,0,t,0,1,1,1,1,1,23,53,83,1,f,1,7,yes,1,25
3547828,40,0,11,90,2981,f,1,10,10,t,0,t,0,1,1,1,1,1,30,60,90,0,f,1,7,yes,1,21
3547828,41,1,11,87,2981,f,1,10,10,t,0,t,0,1,1,1,1,1,27,57,87,1,f,1,7,yes,1,26
3547828,41,0,11,154,2981,f,1,10,10,t,0,t,0,1,1,1,0,0.666666667,4,34,64,0,f,1,7,yes,1,24
107693794,420,0,1,0,1423,f,1,1,1,t,0,f,1,4,1,0,2,1,0,0,0,0,f,1,2,no,0,14
99568289,48,5,2,178,1488,f,1,4,4,t,0,f,1,1,1,1,1,1,28,58,88,5,f,1,7,yes,1,34
236011742,48,3,1,0,668,f,1,1,1,t,0,f,1,2,1,1,1,1,0,0,0,0,t,0,5,yes,1,28
3547828,50,2,11,365,2981,f,1,10,10,t,0,t,0,1,1,1,1,1,30,60,90,0,f,1,7,yes,1,20
16243418,50,320,1,1,2354,t,0,1,1,t,0,t,0,2,1,1,1,1,0,0,0,42,t,0,4,no,0,29
257651099,50,16,2,90,567,t,0,2,2,t,0,t,0,2,2,1,1,1.333333333,30,60,90,12,f,1,7,yes,1,26
3511580,54,364,2,0,2985,t,0,4,4,t,0,f,1,2,1,1,1,1,0,0,0,43,f,1,8,yes,1,33
99143117,54,37,4,0,1492,f,1,4,4,t,0,f,1,2,1,1,1,1,0,0,0,0,t,0,5,yes,1,15
108191465,54,8,1,300,1419,t,0,2,2,t,0,f,1,2,1,1,,1,2,2,26,8,f,1,9,yes,1,32
129797731,56,97,5,0,1280,f,1,10,10,t,0,f,1,2,1,1,1,1,0,0,0,12,t,0,7,yes,1,30
129797731,58,5,5,0,1280,f,1,10,10,t,0,f,1,2,1,1,1,1,0,0,0,0,t,0,7,yes,1,32
129797731,59,18,5,0,1280,f,1,10,10,t,0,f,1,2,1,1,1,1,0,0,0,16,t,0,7,yes,1,33
129797731,59,21,5,0,1280,f,1,10,10,t,0,f,1,2,1,1,1,1,0,0,0,15,t,0,7,yes,1,32
49570838,60,153,1,87,1816,t,0,1,1,t,0,f,1,1,1,1,1,1,0,0,0,3,f,1,3,no,0,33
99143117,65,22,4,0,1492,f,1,4,4,t,0,f,1,2,1,1,1,1,0,0,0,0,t,0,5,yes,1,15
9089852,66,31,1,10,2601,f,1,1,1,t,0,t,0,2,1,1,1,1,3,7,10,0,f,1,6,yes,1,36
9145424,75,8,2,83,2598,f,1,2,2,t,0,f,1,2,1,1,1,1,0,0,0,2,f,1,8,yes,1,22
28422176,79,72,11,365,2084,f,1,11,11,t,0,t,0,2,0,1,1,0.666666667,30,60,90,23,f,1,4,no,0,16
3511580,79,195,2,0,2985,t,0,4,4,t,0,f,1,2,1,1,1,1,0,0,0,39,f,1,8,yes,1,36
28422176,79,7,11,365,2084,f,1,11,11,t,0,t,0,2,0,1,1,0.666666667,30,60,90,0,f,1,4,no,0,19
28422176,79,50,11,365,2084,f,1,11,11,t,0,t,0,2,0,1,1,0.666666667,30,60,90,5,f,1,4,no,0,18
341259760,85,2,13,6,244,t,0,0,0,t,0,f,1,2,1,1,,1,6,6,6,2,t,0,2,no,0,18
341259760,85,0,13,87,244,t,0,0,0,t,0,f,1,2,1,1,1,1,20,50,80,0,t,0,2,no,0,19
349900854,85,0,3,54,150,f,1,3,3,t,0,f,1,3,1,1,1,1,1,1,1,0,f,1,5,yes,1,28
123099822,90,0,1,0,1323,f,1,1,1,t,0,f,1,1,1,1,1,1,0,0,0,0,f,1,9,yes,1,23
95934041,95,1,1,0,1513,f,1,1,1,t,0,f,1,2,1,1,1,1,0,0,0,0,t,0,3,no,0,24
73459215,45,12,1,330,1632,f,1,2,2,t,0,f,1,2,1,1,1,1,0,25,55,2,t,0,7,yes,1,38
26696930,110,2,3,119,2116,t,0,2,2,t,0,f,1,4,1,1,1,1,6,26,36,2,f,1,4,yes,1,29
67836061,192,3,1,83,1667,f,1,1,1,t,0,f,1,2,1,1,1,1,23,53,83,0,f,1,7,yes,1,17
203841417,289,2,1,89,844,f,1,1,1,t,0,f,1,2,1,1,1,1,29,59,89,0,t,0,2,no,0,18
65664563,40,0,1,0,1682,f,1,1,1,t,0,f,1,2,1,1,1,1,0,0,0,0,t,0,3,no,0,18
26696930,50,5,3,182,2116,t,0,2,2,t,0,f,1,4,1,2,2,1.666666667,0,0,0,5,f,1,4,yes,1,30
159367314,55,35,1,0,1087,f,1,1,1,t,0,f,1,2,1,1,1,1,0,0,0,0,f,1,5,yes,1,16
84611449,59,10,1,145,1575,t,0,1,1,t,0,f,1,2,1,1,1,1,0,25,55,2,f,1,5,yes,1,21
26696930,75,5,3,291,2116,t,0,2,2,t,0,f,1,2,1,1,1,1,5,25,35,5,f,1,4,yes,1,34
74234217,75,5,1,0,1628,f,1,1,1,t,0,t,0,2,1,1,1,1,0,0,0,0,t,0,7,yes,1,22
20586042,75,4,2,0,2268,t,0,4,4,t,0,f,1,2,1,1,2,1.333333333,0,0,0,2,t,0,9,yes,1,30
339777363,200,0,1,365,253,f,1,0,0,t,0,f,1,3,45,4,0,16.33333333,30,60,90,0,t,0,1,no,0,22
329359277,60,47,1,64,295,t,0,1,1,t,0,f,1,2,1,1,1,1,7,34,64,47,t,0,2,no,0,28
307931049,69,2,1,179,369,f,1,1,1,t,0,f,1,2,2,1,1,1.333333333,30,60,90,2,f,1,6,yes,1,20
344107707,1000,0,1,364,206,f,1,1,1,t,0,f,1,1,15,1,1,5.666666667,30,60,89,0,t,0,6,yes,1,15
95216506,100,27,3,46,1517,t,0,3,3,t,0,t,0,4,1,2,2,1.666666667,0,17,46,0,t,0,7,yes,1,46
134572192,25,0,1,0,1248,f,1,1,1,t,0,f,1,1,1,1,1,1,0,0,0,0,t,0,7,yes,1,9
634995,39,59,1,281,3454,t,0,2,2,t,0,t,0,2,1,1,1,1,5,11,11,13,t,0,5,no,0,40
32536485,56,16,1,24,2018,t,0,1,1,t,0,f,1,2,1,1,1,1,0,0,0,9,f,1,7,no,0,30
95216506,60,14,3,46,1517,t,0,3,3,t,0,t,0,2,1,1,1,1,0,17,46,0,f,1,7,yes,1,42
133942684,65,1,2,178,1252,f,1,2,2,t,0,f,1,2,1,1,2,1.333333333,0,0,0,0,f,1,2,no,0,16
9176999,70,3,2,0,2596,f,1,2,2,t,0,t,0,1,1,1,1,1,0,0,0,1,t,0,7,yes,1,18
9176999,75,11,2,0,2596,f,1,2,2,t,0,t,0,2,1,1,2,1.333333333,0,0,0,0,t,0,7,yes,1,23
67918197,89,0,1,0,1666,f,1,1,1,t,0,t,0,2,1,1,0,0.666666667,0,0,0,0,f,1,9,yes,1,18
350030596,43,4,1,145,149,f,1,0,0,t,0,f,1,2,1,1,1,1,0,25,55,4,f,1,6,yes,1,31
22641796,45,22,3,7,2216,t,0,1,1,t,0,t,0,2,1,1,1,1,0,2,6,22,t,0,5,yes,1,30
22641796,45,25,3,7,2216,t,0,1,1,t,0,t,0,2,1,1,1,1,0,2,6,25,t,0,5,yes,1,30
292991393,45,11,2,39,430,t,0,2,2,t,0,f,1,2,1,1,1,1,10,21,39,11,f,1,4,yes,1,33
1731378,75,2,1,0,3196,f,1,1,1,t,0,t,0,2,1,0,1,0.666666667,0,0,0,0,t,0,9,yes,1,14
446624,100,2,1,0,3527,f,1,1,1,t,0,f,1,4,1,1,1,1,0,0,0,0,f,1,4,no,0,17
11355502,100,4,1,88,2490,t,0,2,2,t,0,t,0,2,2,1,4,2.333333333,28,58,88,3,t,0,4,no,0,42
171165482,109,63,2,90,1013,t,0,2,2,t,0,f,1,4,1,1,2,1.333333333,30,60,90,10,f,1,7,yes,1,40
91026641,120,0,1,0,1542,f,1,1,1,t,0,f,1,2,1,1,1,1,0,0,0,0,t,0,1,no,0,29
171165482,129,48,2,90,1013,t,0,2,2,t,0,f,1,7,1,1,3,1.666666667,30,60,90,15,f,1,7,yes,1,36
38938184,175,0,1,0,1941,f,1,1,1,t,0,t,0,2,1,1,1,1,0,0,0,0,f,1,4,no,0,19
62545593,25,108,4,205,1705,f,1,5,5,t,0,f,1,3,2,1,1,1.333333333,0,0,25,25,f,1,3,no,0,12
62545593,27,89,4,160,1705,f,1,5,5,t,0,f,1,2,2,1,1,1.333333333,10,40,70,27,f,1,3,no,0,13
323463865,28,8,1,145,314,t,0,0,0,t,0,f,1,2,1,1,,1,0,25,55,8,t,0,5,yes,1,34
290384153,29,39,1,176,438,t,0,1,1,t,0,f,1,3,1,1,2,1.333333333,26,56,86,39,t,0,2,no,0,31
62545593,30,109,4,266,1705,f,1,5,5,t,0,f,1,2,3,1,1,1.666666667,26,56,86,10,f,1,3,no,0,20
310192257,34,3,1,148,359,f,1,1,1,t,0,f,1,2,1,1,,1,2,28,58,3,t,0,6,yes,1,10
274820555,38,67,1,171,490,t,0,2,2,t,0,f,1,2,1,1,1,1,21,51,81,64,t,0,3,no,0,31
16542763,45,9,2,0,2347,t,0,2,2,t,0,t,0,2,2,1,1,1.333333333,0,0,0,1,f,1,4,no,0,35
224848283,50,0,1,0,733,f,1,3,3,t,0,f,1,1,1,1,1,1,0,0,0,0,f,1,2,no,0,23
9384967,50,0,1,89,2586,f,1,2,2,t,0,f,1,2,1,1,1,1,29,59,89,0,f,1,7,yes,1,20
62545593,55,26,4,235,1705,f,1,5,5,t,0,f,1,2,2,1,1,1.333333333,0,25,55,10,f,1,3,no,0,20
16542763,56,26,2,0,2347,t,0,2,2,t,0,t,0,2,2,1,1,1.333333333,0,0,0,2,f,1,4,no,0,39
3941346,59,0,1,83,2942,f,1,1,1,t,0,t,0,2,1,1,2,1.333333333,24,54,83,0,f,1,4,no,0,14
28193959,63,13,1,0,2088,f,1,1,1,t,0,t,0,2,1,1,1,1,0,0,0,0,t,0,5,no,0,37
248627257,65,27,1,365,608,f,1,2,2,t,0,f,1,2,1,0,1,0.666666667,30,60,90,24,f,1,6,yes,1,28
198051321,79,0,1,0,869,f,1,0,0,t,0,f,1,2,1,1,1,1,0,0,0,0,t,0,1,no,0,16
7762052,85,223,2,360,2663,t,0,2,2,t,0,f,1,5,1,1,4,2,25,55,85,20,f,1,4,no,0,47
5383008,90,0,1,365,2803,f,1,1,1,t,0,f,1,1,,1,,1,30,60,90,0,f,1,2,no,0,0
47746355,45,44,1,0,1838,f,1,3,3,t,0,t,0,2,1,1,1,1,0,0,0,2,f,1,5,no,0,35
151696029,50,3,2,364,1145,f,1,2,2,t,0,f,1,1,15,1,1,5.666666667,29,59,89,3,t,0,4,yes,1,18
151696029,50,4,2,209,1145,f,1,2,2,t,0,f,1,2,15,1,2,6,0,0,0,4,f,1,4,yes,1,21
33470149,65,50,1,51,2005,t,0,2,2,t,0,t,0,2,1,1,1,1,0,19,47,13,f,1,6,no,0,42
12061782,90,0,1,0,518,f,1,1,1,t,0,f,1,1,1,1,1,1,0,0,0,0,t,0,2,no,0,22
95035465,95,0,2,364,1519,f,1,2,2,t,0,f,1,7,15,1,1,5.666666667,29,59,89,0,f,1,4,no,0,10
95035465,95,4,2,364,1519,f,1,2,2,t,0,f,1,5,15,1,1,5.666666667,29,59,89,0,f,1,4,no,0,9
89405989,100,1,4,179,1552,f,1,4,4,t,0,f,1,1,1,1,1,1,29,59,89,1,t,0,4,no,0,8
224859198,107,20,39,243,733,f,1,39,39,t,0,f,1,2,1,0,1,0.666666667,25,55,85,20,t,0,4,no,0,27
50487126,110,1,1,88,1804,f,1,1,1,t,0,f,1,2,1,1,,1,28,58,88,1,f,1,7,yes,1,23
14381916,119,20,15,365,2400,f,1,51,51,t,0,f,1,2,0,1,1,0.666666667,30,60,90,1,f,1,9,yes,1,15
196437062,119,6,1,0,876,f,1,3,3,t,0,f,1,2,1,1,1,1,0,0,0,0,t,0,6,yes,1,28
224859198,131,10,39,248,733,f,1,39,39,t,0,f,1,4,1,1,2,1.333333333,30,60,90,10,t,0,4,no,0,27
184900551,149,1,1,0,938,f,1,1,1,t,0,f,1,4,1,0,1,0.666666667,0,0,0,0,t,0,5,yes,1,21
1314138,149,0,1,0,3309,f,1,32,32,t,0,t,0,4,1,1,2,1.333333333,0,0,0,0,f,1,9,yes,1,22
89444806,150,3,1,83,1551,f,1,1,1,t,0,f,1,1,0,1,1,0.666666667,23,53,83,0,f,1,5,yes,1,8
341259760,170,2,13,120,244,t,0,0,0,t,0,f,1,6,6,0,6,4,24,54,84,2,t,0,2,no,0,16
85936960,180,2,1,7,1569,f,1,1,1,t,0,f,1,4,1,1,2,1.333333333,0,0,0,1,f,1,2,no,0,20
4135074,199,1,1,0,2919,f,1,1,1,t,0,f,1,6,2,1,3,2,0,0,0,0,f,1,2,no,0,19
109177157,2000,0,1,180,1411,f,1,1,1,t,0,t,0,4,2,2,1,1.666666667,30,60,90,0,f,1,6,yes,1,19
173227728,275,3,3,179,1001,f,1,6,6,t,0,f,1,4,1,1,2,1.333333333,29,59,89,0,t,0,5,yes,1,26
136676366,289,0,1,0,1236,t,0,97,97,t,0,f,1,4,1,0,2,1,0,0,0,0,f,1,3,no,0,37
17215827,299,0,1,0,2331,f,1,1,1,t,0,t,0,2,1,0,1,0.666666667,0,0,0,0,t,0,6,yes,1,20
89405989,45,55,4,365,1552,f,1,4,4,t,0,f,1,2,1,1,2,1.333333333,30,60,90,14,f,1,4,no,0,4
161713470,459,1,2,5,1069,f,1,9,9,t,0,f,1,4,1,0,2,1,0,0,0,0,t,0,5,yes,1,36
148934894,500,0,1,365,1164,f,1,1,1,t,0,f,1,4,1,0,1,0.666666667,30,60,90,0,t,0,7,yes,1,8
14381916,55,18,15,334,2400,f,1,51,51,t,0,f,1,1,0,1,1,0.666666667,7,32,62,1,f,1,9,yes,1,13
37191968,550,0,1,0,1960,f,1,1,1,t,0,f,1,2,1,1,1,1,0,0,0,0,f,1,6,yes,1,16
173227728,550,0,3,179,1001,f,1,6,6,t,0,f,1,4,1,1,2,1.333333333,29,59,89,0,t,0,5,yes,1,26
173227728,550,0,3,180,1001,f,1,6,6,t,0,f,1,4,1,1,2,1.333333333,30,60,90,0,t,0,5,yes,1,26
142725373,599,0,1,329,1202,f,1,0,0,t,0,f,1,4,1,0,1,0.666666667,0,24,54,0,t,0,5,yes,1,21
11701874,60,0,2,90,2479,t,0,11,11,t,0,t,0,1,1,1,1,1,30,60,90,0,f,1,9,yes,1,35
28937125,675,0,1,0,2075,f,1,2,2,t,0,t,0,4,1,0,2,1,0,0,0,0,t,0,5,no,0,19
14381916,69,19,15,362,2400,f,1,51,51,t,0,f,1,1,0,1,0,0.333333333,30,60,87,3,f,1,9,yes,1,6
14381916,69,21,15,365,2400,f,1,51,51,t,0,f,1,1,0,1,1,0.666666667,30,60,90,0,f,1,9,yes,1,12
14381916,69,5,15,365,2400,f,1,51,51,t,0,f,1,2,0,1,1,0.666666667,30,60,90,0,f,1,9,yes,1,11
14381916,79,22,15,320,2400,f,1,51,51,t,0,f,1,1,0,1,1,0.666666667,5,15,45,5,f,1,9,yes,1,10
89405989,79,46,4,352,1552,f,1,4,4,t,0,f,1,2,15,1,0,5.333333333,22,50,77,18,f,1,4,no,0,16
14381916,84,13,15,357,2400,f,1,51,51,t,0,f,1,2,0,1,1,0.666666667,22,52,82,0,f,1,9,yes,1,8
202856575,85,25,1,90,848,t,0,2,2,t,0,t,0,2,15,1,2,6,30,60,90,3,t,0,4,yes,1,48
341259760,85,3,13,0,244,t,0,0,0,t,0,f,1,2,1,1,,1,0,0,0,3,t,0,2,no,0,18
341259760,85,1,13,114,244,t,0,0,0,t,0,f,1,4,6,0,1,2.333333333,0,0,24,1,t,0,2,no,0,16
341259760,85,0,13,50,244,t,0,0,0,t,0,f,1,2,1,1,,1,20,26,50,0,t,0,2,no,0,18
341259760,85,0,13,147,244,t,0,0,0,t,0,f,1,2,6,1,,3.5,5,27,57,0,t,0,2,no,0,18
341259760,85,4,13,122,244,t,0,0,0,t,0,f,1,2,1,1,1,1,0,2,32,4,t,0,2,no,0,19
341259760,85,0,13,157,244,t,0,0,0,t,0,f,1,2,1,1,2,1.333333333,7,37,67,0,t,0,2,no,0,18
14381916,89,46,15,334,2400,f,1,51,51,t,0,f,1,2,0,1,1,0.666666667,4,29,59,5,f,1,9,yes,1,0
14381916,89,34,15,356,2400,f,1,51,51,t,0,f,1,2,0,1,1,0.666666667,21,51,81,9,f,1,9,yes,1,0
14381916,89,10,15,365,2400,f,1,51,51,t,0,f,1,1,0,1,1,0.666666667,30,60,90,0,f,1,9,yes,1,0
14381916,89,19,15,335,2400,f,1,51,51,t,0,f,1,2,0,1,1,0.666666667,4,30,60,2,f,1,9,yes,1,9
14381916,89,23,15,365,2400,f,1,51,51,t,0,f,1,1,0,1,1,0.666666667,30,60,90,6,f,1,9,yes,1,14
97152971,89,25,4,0,1504,t,0,5,5,t,0,f,1,2,1,1,1,1,0,0,0,0,t,0,7,yes,1,29
341259760,95,0,13,61,244,t,0,0,0,t,0,f,1,2,1,1,,1,0,0,24,0,t,0,2,no,0,18
14381916,99,16,15,332,2400,f,1,51,51,t,0,f,1,2,0,1,1,0.666666667,17,27,57,2,f,1,9,yes,1,11
14381916,99,26,15,335,2400,f,1,51,51,t,0,f,1,1,0,1,1,0.666666667,7,30,60,3,f,1,9,yes,1,8
14417000,220,0,1,0,2399,f,1,1,1,t,0,t,0,2,1,2,2,1.666666667,0,0,0,0,f,1,7,no,0,7
34534622,35,20,3,54,1992,t,0,4,4,t,0,t,0,3,1,1,1,1,0,25,54,11,f,1,9,no,0,47
34534622,37,1,3,354,1992,t,0,4,4,t,0,t,0,3,1,1,1,1,19,49,79,1,f,1,9,no,0,44
180552009,38,91,1,164,961,t,0,1,1,t,0,f,1,1,25,1,1,9,15,45,75,33,f,1,2,no,0,39
34534622,50,2,3,175,1992,t,0,4,4,t,0,t,0,2,1,1,2,1.333333333,26,56,86,2,f,1,9,no,0,45
266262349,60,10,1,0,525,t,0,1,1,t,0,t,0,2,1,1,1,1,0,0,0,2,t,0,5,yes,1,14
97541097,65,0,1,0,1501,f,1,1,1,t,0,t,0,3,1,3,3,2.333333333,0,0,0,0,f,1,8,yes,1,17
125571361,100,17,1,253,1308,t,0,1,1,t,0,f,1,2,1,1,1,1,23,46,74,4,f,1,2,no,0,29
34692894,140,1,1,0,1990,f,1,1,1,t,0,t,0,3,1,1,1,1,0,0,0,0,t,0,4,no,0,19
110555724,149,40,9,3,1402,t,0,9,9,t,0,f,1,2,1,1,1,1,3,3,3,19,f,1,6,yes,1,35
7189501,200,0,1,0,2690,f,1,1,1,t,0,f,1,2,1,1,1,1,0,0,0,0,f,1,4,no,0,30
63522799,25,0,1,0,1698,f,1,1,1,t,0,f,1,2,1,1,1,1,0,0,0,0,f,1,3,no,0,11
24878947,35,12,1,0,2157,f,1,1,1,t,0,f,1,2,1,1,1,1,0,0,0,0,t,0,6,no,0,17
110555724,40,50,9,2,1402,t,0,9,9,t,0,f,1,2,1,1,1,1,2,2,2,26,f,1,6,yes,1,37
22391906,42,13,1,0,2222,f,1,1,1,t,0,t,0,2,1,1,1,1,0,0,0,0,f,1,7,yes,1,14
177420687,45,61,4,26,978,t,0,4,4,t,0,t,0,1,1,1,1,1,26,26,26,23,f,1,9,yes,1,23
177420687,45,62,4,19,978,t,0,4,4,t,0,t,0,1,1,1,1,1,19,19,19,22,f,1,9,yes,1,27
177420687,45,48,4,0,978,t,0,4,4,t,0,t,0,2,1,1,1,1,0,0,0,19,f,1,9,yes,1,28
186320939,45,1,1,173,930,f,1,1,1,t,0,f,1,2,1,1,0,0.666666667,24,54,84,1,f,1,6,yes,1,19
99143117,47,4,4,0,1492,f,1,4,4,t,0,f,1,2,1,1,1,1,0,0,0,0,t,0,5,yes,1,10
85326364,59,107,3,58,1572,f,1,5,5,t,0,f,1,2,1,1,1,1,15,36,58,40,t,0,8,yes,1,31
110555724,60,21,9,0,1402,t,0,9,9,t,0,f,1,2,1,1,1,1,0,0,0,19,f,1,6,yes,1,23
85326364,65,120,3,68,1572,f,1,5,5,t,0,f,1,2,1,1,1,1,25,46,68,40,t,0,8,yes,1,33
7508650,69,137,1,21,2675,t,0,2,2,t,0,f,1,3,1,1,3,1.666666667,1,1,21,23,f,1,8,yes,1,33
90314803,69,64,1,0,1547,f,1,1,1,t,0,t,0,2,1,1,1,1,0,0,0,0,t,0,8,yes,1,28
110555724,75,26,9,8,1402,t,0,9,9,t,0,f,1,2,1,1,1,1,8,8,8,22,f,1,6,yes,1,35
1631545,80,103,1,0,3217,t,0,1,1,t,0,t,0,2,1,1,1,1,0,0,0,13,f,1,5,no,0,26
4731532,80,1,1,0,2855,f,1,1,1,t,0,t,0,2,1,1,1,1,0,0,0,0,t,0,8,yes,1,13
83852895,89,63,1,0,1579,f,1,2,2,t,0,t,0,2,1,1,2,1.333333333,0,0,0,0,f,1,5,no,0,39
2077191,95,274,1,281,3141,t,0,1,1,t,0,t,0,2,1,1,2,1.333333333,0,0,15,16,f,1,6,no,0,37
25031203,35,1,1,0,2152,f,1,1,1,t,0,t,0,2,1,1,,1,0,0,0,1,t,0,5,yes,1,15
103572924,45,1,1,0,1458,f,1,1,1,t,0,f,1,2,1,1,1,1,0,0,0,0,t,0,2,no,0,24
47277304,50,1,1,0,1845,f,1,1,1,t,0,t,0,3,1,1,1,1,0,0,0,0,t,0,4,no,0,13
24908660,50,11,1,54,2156,f,1,1,1,t,0,f,1,1,1,1,1,1,0,25,54,0,f,1,8,yes,1,8
1193202,55,186,1,283,3337,t,0,1,1,t,0,t,0,3,1,1,2,1.333333333,7,7,8,27,f,1,8,yes,1,28
19337509,55,20,3,300,2292,f,1,3,3,t,0,f,1,4,1,2,2,1.666666667,0,0,25,1,f,1,9,yes,1,18
19337509,59,42,3,300,2292,f,1,3,3,t,0,f,1,2,1,1,1,1,0,0,25,4,f,1,9,yes,1,25
10102151,59,15,1,144,2549,f,1,0,0,t,0,f,1,2,1,1,1,1,0,25,55,0,f,1,7,yes,1,34
9046997,60,0,1,0,2603,f,1,1,1,t,0,t,0,2,1,1,1,1,0,0,0,0,f,1,5,no,0,25
146695830,65,6,1,0,1179,f,1,1,1,t,0,f,1,1,1,1,1,1,0,0,0,0,f,1,8,yes,1,32
53745428,75,0,1,0,1769,f,1,1,1,t,0,f,1,1,1,1,1,1,0,0,0,0,t,0,3,no,0,18
233405230,75,4,1,0,681,f,1,1,1,t,0,f,1,2,15,1,1,5.666666667,0,0,0,1,f,1,6,yes,1,22
339744349,75,0,1,179,254,f,1,0,0,t,0,f,1,2,1,1,,1,30,60,90,0,t,0,2,no,0,23
84914705,77,92,1,114,1574,t,0,1,1,t,0,t,0,2,1,1,1,1,0,0,25,11,t,0,8,no,0,33
37283916,80,1,1,0,1958,f,1,1,1,t,0,f,1,2,1,1,1,1,0,0,0,0,f,1,3,no,0,18
64053712,80,2,1,89,1694,f,1,1,1,t,0,t,0,2,15,1,2,6,30,60,89,0,t,0,5,no,0,28
107475626,80,0,1,0,1425,f,1,1,1,t,0,t,0,2,1,1,1,1,0,0,0,0,f,1,3,no,0,17
17529394,85,39,1,364,2323,t,0,1,1,t,0,t,0,2,1,1,1,1,29,59,89,3,f,1,4,no,0,39
33292152,90,1,1,0,2008,f,1,1,1,t,0,f,1,2,1,1,1,1,0,0,0,0,t,0,4,no,0,27
3544395,462,1,2,363,2981,f,1,5,5,t,0,t,0,6,1,1,3,1.666666667,28,58,88,0,f,1,4,no,0,11
286348079,36,0,1,0,452,f,1,0,0,t,0,f,1,1,2,1,1,1.333333333,0,0,0,0,f,1,2,no,0,13
82297291,40,81,2,0,1587,t,0,6,6,t,0,t,0,3,3,1,1,1.666666667,0,0,0,21,f,1,6,yes,1,41
34905482,42,125,2,365,1987,f,1,3,3,t,0,f,1,2,1,1,1,1,30,60,90,13,f,1,3,no,0,26
34905482,42,106,2,365,1987,f,1,3,3,t,0,f,1,2,1,1,1,1,30,60,90,10,f,1,3,no,0,27
136792846,50,67,2,361,1235,f,1,3,3,t,0,f,1,2,15,1,1,5.666666667,26,56,86,5,t,0,6,yes,1,52
136836864,50,30,2,0,1234,f,1,2,2,t,0,f,1,2,1,1,1,1,0,0,0,6,t,0,3,no,0,50
136792846,50,53,2,361,1235,f,1,3,3,t,0,f,1,4,1,1,2,1.333333333,26,56,86,8,t,0,6,yes,1,51
102590933,50,22,1,300,1466,t,0,1,1,t,0,f,1,2,1,1,1,1,0,0,25,19,t,0,2,no,0,20
140799736,73,109,2,208,1213,t,0,2,2,t,0,f,1,4,1,1,1,1,0,0,0,0,f,1,6,yes,1,22
269596526,75,6,2,0,511,t,0,2,2,t,0,f,1,2,1,1,1,1,0,0,0,4,t,0,2,no,0,28
269596526,75,3,2,0,511,t,0,2,2,t,0,f,1,2,1,1,1,1,0,0,0,0,t,0,2,no,0,24
234508661,100,18,1,0,675,t,0,1,1,t,0,t,0,1,1,1,1,1,0,0,0,18,f,1,5,yes,1,24
