host_id,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,accommodates,bathrooms,bedrooms,beds,amenities,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,NumberOfVerfication,govermentIdentification,numberofamentities
44163524,52,2,588,7/27/2020,1044,3,323,9/14/2015,within an hour,100%,99%,t,3,3,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,2,1,1,1,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Pets live on this property"",Dog(s),""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke alarm"",""Carbon monoxide alarm"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Patio or balcony"",""Garden or backyard"",Other}",6,2,2,6,6,2,6,23,38,62,109,97,10,10,10,10,10,10,f,5,no,32
121779,52,2,566,7/19/2020,1104,2,262,5/10/2010,within an hour,100%,99%,t,3,3,"['email', 'phone', 'google', 'reviews', 'kba', 'work_email']",t,t,2,1,1,2,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets live on this property"",Dog(s),""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",""Smoke alarm"",""Carbon monoxide alarm"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop-friendly workspace"",""Self check-in"",Keypad,""Room-darkening shades"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home""}",6,2,2,1125,1125,2,1125,22,52,82,81,98,10,10,10,10,10,10,f,6,no,36
121779,52,2,254,7/14/2020,536,2,267,5/10/2010,within an hour,100%,99%,t,3,3,"['email', 'phone', 'google', 'reviews', 'kba', 'work_email']",t,t,2,1,1,2,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets live on this property"",Dog(s),""Free street parking"",Heating,""Family/kid friendly"",""Smoke alarm"",""Carbon monoxide alarm"",""First aid kit"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop-friendly workspace"",""translation missing: enhosting_amenity_50"",""Self check-in"",Keypad,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Luggage dropoff allowed"",""Shower gel"",""Trash can""}",6,2,2,1125,1125,2,1125,27,57,87,65,98,10,10,10,10,10,10,f,6,no,38
312905922,58,1,0,,,2,365,11/28/2019,a few days or more,0%,100%,f,2,2,['phone'],t,f,1,1,0,1,"{TV,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Smoke alarm"",""Carbon monoxide alarm"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop-friendly workspace"",""Private entrance"",""Hot water"",""Dishes and silverware""}",365,1,1,365,365,1,365,30,60,90,0,,,,,,,,t,1,no,20
42525970,59,1,7,7/24/2016,13,1,0,8/25/2015,N/A,N/A,N/A,f,1,1,"['email', 'phone', 'reviews', 'jumio', 'selfie', 'government_id', 'identity_manual']",t,t,2,2,1,1,"{Internet,Wifi,Kitchen,""Free parking on premises"",""Pets live on this property"",Cat(s),""Family/kid friendly"",Washer,Dryer,""Smoke alarm"",""Carbon monoxide alarm"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron}",1125,1,1,1125,1125,1,1125,0,0,0,0,86,10,8,10,10,9,10,f,7,no,18
48103491,60,1,32,2/16/2020,59,2,361,11/3/2015,within an hour,100%,80%,f,0,0,"['email', 'phone', 'reviews']",t,f,1,1,1,1,"{""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets live on this property"",Cat(s),""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke alarm"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop-friendly workspace"",""translation missing: enhosting_amenity_50"",Microwave,""Coffee maker"",""Dishes and silverware"",Other}",1125,1,1,1125,1125,1,1125,26,56,86,1,94,10,9,10,10,10,9,f,3,no,30
48103491,60,1,5,8/26/2018,21,2,364,11/3/2015,within an hour,100%,80%,f,0,0,"['email', 'phone', 'reviews']",t,f,1,1,2,1,"{""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets live on this property"",Cat(s),""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke alarm"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop-friendly workspace"",""Hot water""}",1125,1,1,1125,1125,1,1125,29,59,89,0,96,10,9,10,10,10,10,f,3,no,25
14823197,62,3,47,2/17/2020,85,8,13,4/28/2014,within an hour,84%,92%,f,13,13,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']",t,t,2,1,1,1,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Pets allowed"",Breakfast,""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke alarm"",""Carbon monoxide alarm"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop-friendly workspace"",""Self check-in"",Keypad,""High chair"",""Childrenâ€™s books and toys"",""Pack â€™n Play/travel crib"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Beach essentials"",""Luggage dropoff allowed"",""Long term stays allowed""}",1125,3,3,1125,1125,3,1125,13,13,13,2,95,9,10,10,10,10,10,t,6,no,53
16353081,65,2,18,2/20/2016,24,1,0,6/3/2014,N/A,N/A,N/A,f,1,1,"['email', 'phone', 'reviews', 'kba']",t,t,2,1,1,1,"{TV,""Cable TV"",Internet,Wifi,""Wheelchair accessible"",Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",Breakfast,""Pets live on this property"",Cat(s),""Hot tub"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke alarm"",""Carbon monoxide alarm"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron}",1125,2,2,1125,1125,2,1125,0,0,0,0,90,9,9,9,10,9,9,t,4,no,28
267961492,70,1,0,,,1,25,6/11/2019,within an hour,100%,60%,f,1,1,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f,2,1,1,1,"{TV,Wifi,""Air conditioning"",Kitchen,""Pets allowed"",""Free street parking"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke alarm"",""Carbon monoxide alarm"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop-friendly workspace"",""Private entrance"",""Fireplace guards"",""Room-darkening shades"",""Game console"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Shower gel"",""Baking sheet"",""Trash can""}",7,1,1,1125,1125,1,1125,25,25,25,0,,,,,,,,t,6,yes,41
192083244,79,2,101,3/12/2020,438,1,0,5/28/2018,within a few hours,100%,100%,t,1,1,"['email', 'phone']",t,f,2,1,1,1,"{TV,Wifi,""Air conditioning"",""Free street parking"",Heating,""Smoke alarm"",""Carbon monoxide alarm"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop-friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Garden or backyard""}",7,2,2,7,7,2,7,0,0,0,41,100,10,10,10,10,10,10,f,2,no,24
135424295,79,1,9,2/3/2020,68,4,268,6/16/2017,within a few hours,80%,96%,f,4,4,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id']",t,f,2,1,1,2,"{Wifi,Kitchen,""Free parking on premises"",""Pets allowed"",""Free street parking"",Heating,""Smoke alarm"",""Carbon monoxide alarm"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Self check-in"",""Building staff"",""Babysitter recommendations"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Beach essentials"",""Long term stays allowed"",""Shower gel""}",365,1,1,1125,1125,1,1125,0,0,0,7,96,9,9,10,10,10,10,f,5,yes,35
34946246,95,1,0,,,1,0,6/3/2015,N/A,N/A,N/A,f,1,1,"['email', 'phone']",t,f,3,1,1,1,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Free parking on premises"",""Family/kid friendly"",Washer,Dryer,""Smoke alarm"",Essentials}",1125,1,1,1125,1125,1,1125,0,0,0,0,,,,,,,,f,2,no,11
847642,95,2,21,2/27/2020,131,4,23,7/21/2011,within a day,100%,96%,t,5,5,"['email', 'phone', 'facebook']",t,f,2,1,1,2,"{TV,Wifi,""Air conditioning"",Pool,Kitchen,Breakfast,""Free street parking"",""Hot tub"",Heating,""Smoke alarm"",""Carbon monoxide alarm"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop-friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,""Garden or backyard""}",1125,2,2,1125,1125,2,1125,0,0,0,4,99,10,10,10,10,10,10,t,3,no,31
84923805,100,3,23,2/1/2020,63,1,24,7/20/2016,N/A,N/A,100%,f,1,1,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']",t,t,2,2,1,1,"{TV,""Cable TV"",Wifi,Kitchen,""Free parking on premises"",""Pets live on this property"",Dog(s),""Free street parking"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke alarm"",""Carbon monoxide alarm"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop-friendly workspace"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Beach essentials"",""Luggage dropoff allowed"",""Long term stays allowed"",Other}",365,3,3,365,365,3,365,0,0,24,2,97,10,10,10,10,10,9,f,6,no,36
188438821,100,3,2,7/21/2019,8,1,83,5/8/2018,N/A,N/A,N/A,f,1,1,"['phone', 'jumio', 'offline_government_id', 'government_id']",t,f,2,1,1,1,"{TV,Wifi,Kitchen,Breakfast,Washer,Dryer,Essentials,""Laptop-friendly workspace"",""BBQ grill"",""Garden or backyard""}",7,3,3,7,7,3,7,24,54,83,0,100,10,10,10,10,10,10,t,4,yes,10
266589465,100,1,7,4/6/2020,79,5,334,6/5/2019,within an hour,62%,63%,f,5,5,"['email', 'phone']",t,f,2,1,1,2,"{TV,Wifi,""Air conditioning"",Pool,""Free parking on premises"",Gym,Breakfast,Heating,""Smoke alarm"",""Carbon monoxide alarm"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Private entrance"",""Hot water""}",1125,1,1,2147483647,2147483647,1,2147483647,30,60,90,7,94,9,9,10,10,9,9,t,2,no,20
266589465,100,1,6,7/5/2020,69,5,331,6/5/2019,within an hour,62%,63%,f,5,5,"['email', 'phone']",t,f,2,1,1,1,"{TV,Wifi,Pool,""Free parking on premises"",Gym,Breakfast,""Smoke alarm"",""Carbon monoxide alarm"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""Private entrance""}",1125,1,1,2147483647,2147483647,1,2147483647,30,60,90,6,87,9,8,9,9,9,9,t,2,no,14
266589465,100,1,10,7/12/2020,115,5,335,6/5/2019,within an hour,62%,63%,f,5,5,"['email', 'phone']",t,f,5,2,2,3,"{TV,Wifi,""Air conditioning"",Pool,""Free parking on premises"",Gym,Breakfast,Heating,""Smoke alarm"",""Carbon monoxide alarm"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop-friendly workspace"",""Private entrance""}",1125,1,1,2147483647,2147483647,1,2147483647,30,60,90,10,86,8,9,10,10,10,9,t,2,no,20
827141,119,2,70,12/27/2019,173,2,117,7/16/2011,within an hour,100%,100%,t,1,1,"['email', 'phone', 'reviews', 'kba', 'work_email']",t,t,2,1,1,2,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,""Family/kid friendly"",""Smoke alarm"",""Carbon monoxide alarm"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Private living room"",""Private entrance"",Bathtub,""Childrenâ€™s books and toys"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""EV charger"",""Patio or balcony"",""Garden or backyard"",""Beach essentials"",""Luggage dropoff allowed"",""Long term stays allowed"",Other,""Full kitchen""}",180,2,2,1125,1125,2,1125,0,0,0,8,100,10,10,10,10,10,10,t,5,no,36
3132246,120,2,0,,,1,89,8/2/2012,N/A,N/A,N/A,f,1,1,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f,2,1,1,1,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Breakfast,Washer,Dryer,""Smoke alarm"",""Carbon monoxide alarm"",""First aid kit"",""Fire extinguisher"",Essentials,""Hair dryer"",""Laptop-friendly workspace"",""Private living room""}",1125,2,2,1125,1125,2,1125,29,59,89,0,,,,,,,,f,8,yes,16
24308203,125,1,0,,,1,0,11/30/2014,N/A,N/A,N/A,f,1,1,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,2,15,1,1,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Smoke alarm"",""Carbon monoxide alarm"",""First aid kit"",""Lock on bedroom door"",Hangers,""Laptop-friendly workspace"",""translation missing: enhosting_amenity_49"",""translation missing: enhosting_amenity_50""}",3,1,1,3,3,1,3,0,0,0,0,,,,,,,,f,8,yes,14
40625055,125,2,0,,,3,0,8/5/2015,within a day,67%,83%,t,3,3,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', '",t,f,2,1,1,1,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke alarm"",""Carbon monoxide alarm"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",""Laptop-friendly workspace"",""Hot water"",""Bed linens""}",90,2,2,90,90,2,90,0,0,0,0,,,,,,,,f,9,yes,20
136632243,127,30,5,2/8/2019,14,1,0,6/23/2017,N/A,N/A,N/A,f,1,1,"['email', 'phone', 'reviews']",t,f,1,1,1,1,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Paid parking off premises"",Gym,Elevator,""Free street parking"",""Hot tub"",Heating,Washer,Dryer,""Smoke alarm"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop-friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""EV charger"",""BBQ grill"",""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you"",""Paid parking on premises""}",1125,30,30,1125,1125,30,1125,0,0,0,0,100,10,10,10,10,10,10,t,3,no,39
50403300,150,3,0,,,1,0,12/2/2015,N/A,N/A,N/A,f,1,1,"['email', 'phone', 'reviews', 'jumio', 'selfie', 'government_id', 'identity_manual']",t,t,2,1,1,1,"{TV,Wifi,""Air conditioning"",Kitchen,Washer,Dryer,""Smoke alarm"",""Carbon monoxide alarm"",Essentials,Shampoo,""Hair dryer"",""Laptop-friendly workspace"",""translation missing: enhosting_amenity_49"",""translation missing: enhosting_amenity_50""}",1125,3,3,1125,1125,3,1125,0,0,0,0,,,,,,,,f,7,no,14
40604318,150,1,5,7/21/2019,2,3,0,8/5/2015,N/A,N/A,100%,f,3,3,"['email', 'phone', 'reviews', 'kba']",t,t,2,1,1,1,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",Heating,Washer,Dryer,""Smoke alarm"",""Carbon monoxide alarm"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop-friendly workspace"",""Private living room"",Bathtub,""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Garden or backyard"",""Luggage dropoff allowed""}",14,1,1,14,14,1,14,0,0,0,0,100,10,10,10,10,10,9,t,4,no,37
159842680,150,1,5,8/5/2018,2,1,90,11/23/2017,N/A,N/A,N/A,f,1,1,"['phone', 'jumio', 'offline_government_id', 'government_id']",t,f,1,1,1,1,"{TV,Kitchen,Heating,""Smoke alarm"",""Carbon monoxide alarm"",""First aid kit"",Essentials,""Lock on bedroom door""}",14,1,1,14,14,1,14,30,60,90,0,80,8,10,9,10,8,8,f,4,yes,8
29134975,150,1,1,10/31/2018,5,2,303,3/11/2015,within an hour,100%,0%,f,2,2,"['email', 'phone', 'reviews', 'offline_government_id', 'kba', 'government_id']",t,f,2,1,2,0,"{TV,Internet,Wifi,Kitchen,""Free parking on premises"",""Pets allowed"",""Pets live on this property"",""Free street parking"",""Family/kid friendly"",""Smoke alarm"",""Carbon monoxide alarm"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",""Hair dryer"",""Pack â€™n Play/travel crib"",""Hot water"",""Host greets you""}",1125,1,1,1125,1125,1,1125,0,4,28,0,100,10,10,10,10,10,10,t,6,yes,19
37000373,150,4,1,7/21/2019,8,1,89,6/29/2015,N/A,N/A,N/A,f,2,2,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f,3,1,1,1,"{Wifi,Kitchen,""Free parking on premises"",""Smoke alarm"",""Carbon monoxide alarm"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop-friendly workspace"",""Hot water""}",7,4,4,7,7,4,7,29,59,89,0,100,10,10,10,10,10,10,t,8,yes,13
2045273,166,2,3,7/20/2018,12,1,0,3/31/2012,N/A,N/A,N/A,f,2,2,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identit",t,f,2,1,1,1,"{TV,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke alarm"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Private entrance"",""Hot water""}",1124,2,2,1125,1125,2,1125,0,0,0,0,100,10,10,10,10,10,10,t,9,yes,17
17075376,180,2,0,,,1,0,6/21/2014,N/A,N/A,N/A,f,1,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,2,1,1,1,"{TV,Wifi,Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke alarm"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop-friendly workspace"",""Private living room"",""Private entrance""}",9,2,2,9,9,2,9,0,0,0,0,,,,,,,,f,5,no,17
132244567,200,2,6,7/21/2020,55,3,304,5/27/2017,within an hour,100%,98%,f,4,4,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f,2,1,0,1,"{TV,Wifi,""Air conditioning"",Kitchen,""Pets allowed"",""Free street parking"",""Hot tub"",Washer,Dryer,""Smoke alarm"",""Carbon monoxide alarm"",Essentials,Hangers,""Private entrance"",""Hot water"",""Dishes and silverware""}",1125,2,2,1125,1125,2,1125,4,4,29,6,87,10,10,10,10,10,9,t,7,yes,16
18775712,220,1,0,,,1,0,7/24/2014,N/A,N/A,N/A,f,1,1,"['email', 'phone']",t,f,2,5,1,1,"{TV,Internet,Wifi,Pool,Kitchen,""Pets live on this property"",Cat(s),""Suitable for events"",Washer,Dryer,""Smoke alarm"",""Carbon monoxide alarm"",""First aid kit"",Essentials,Shampoo}",1125,1,1,1125,1125,1,1125,0,0,0,0,,,,,,,,f,2,no,15
1731764,249,7,40,1/2/2020,59,2,43,2/10/2012,within an hour,100%,100%,t,2,2,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,f,2,1,1,1,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Paid parking off premises"",""Smoking allowed"",Elevator,""Free street parking"",Heating,Washer,Dryer,""Smoke alarm"",""Carbon monoxide alarm"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop-friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Cleaning before checkout"",Other,""Paid parking on premises""}",28,7,7,28,28,7,28,25,43,43,4,98,10,10,10,10,10,10,f,7,yes,42
6807501,26,3,19,7/5/2020,83,1,68,6/8/2013,within an hour,100%,100%,t,0,0,"['email', 'phone', 'reviews', 'kba']",t,t,2,1,1,1,"{Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Free street parking"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke alarm"",""Carbon monoxide alarm"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop-friendly workspace"",""Self check-in"",Keypad,Bathtub,""Room-darkening shades"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",""Single level home"",""Patio or balcony"",""Long term stays allowed"",""Trash can""}",45,3,3,1125,1125,3,1125,11,41,68,15,100,10,9,10,10,10,10,f,4,no,35
327967015,27,2,2,3/18/2020,41,1,0,1/16/2020,N/A,N/A,100%,f,1,1,"['email', 'phone']",t,f,1,1,1,,"{TV,Wifi,""Air conditioning"",Kitchen,Washer,Dryer,Essentials,Shampoo}",1125,2,2,1125,1125,2,1125,0,0,0,2,100,10,10,10,10,10,10,f,2,no,8
90978960,28,12,0,,,1,0,8/20/2016,N/A,N/A,N/A,f,1,1,"['phone', 'facebook']",t,f,1,1,1,1,"{Wifi,Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke alarm"",""Lock on bedroom door""}",13,12,12,13,13,12,13,0,0,0,0,,,,,,,,t,2,no,11
69088442,280,1,0,,,1,0,4/26/2016,N/A,N/A,N/A,f,1,1,"['email', 'phone']",t,f,2,15,1,1,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke alarm"",""Carbon monoxide alarm"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""translation missing: enhosting_amenity_49"",""translation missing: enhosting_amenity_50""}",1125,1,1,1125,1125,1,1125,0,0,0,0,,,,,,,,f,2,no,22
37364462,30,1,1,2/17/2020,18,1,87,7/2/2015,N/A,N/A,100%,f,1,1,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', '",t,f,2,0,1,1,"{TV,Wifi,Kitchen,""Free street parking"",Washer,Dryer,""Smoke alarm"",""Carbon monoxide alarm"",""Fire extinguisher"",Essentials,Shampoo,""Hair dryer"",""Private living room""}",31,1,1,31,31,1,31,28,58,87,1,100,10,10,10,10,10,10,f,9,yes,13
113080542,300,5,1,7/29/2018,4,1,365,1/24/2017,within a day,50%,N/A,f,1,1,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",t,t,9,3,3,5,"{TV,Wifi,""Air conditioning"",Pool,Kitchen,Gym,Breakfast,""Free street parking"",""Hot tub"",Heating,Washer,Dryer,""Smoke alarm"",""Carbon monoxide alarm"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop-friendly workspace"",""Self check-in"",""Smart lock"",""Private entrance"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed""}",365,5,5,365,365,5,365,30,60,90,0,100,10,10,10,10,10,10,f,7,yes,30
23553543,300,1,0,,,2,0,11/10/2014,N/A,N/A,N/A,f,2,2,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,1,1,1,1,"{Wifi,Kitchen,""Indoor fireplace"",""Smoke alarm"",""Carbon monoxide alarm"",""Fire extinguisher"",Essentials,Hangers,""Laptop-friendly workspace""}",7,1,1,7,7,1,7,0,0,0,0,,,,,,,,f,5,no,9
68421042,33,2,8,2/17/2020,93,1,0,4/22/2016,N/A,N/A,100%,f,2,2,"['email', 'phone', 'facebook', 'jumio', 'offline_government_id', 'government_id']",t,f,2,1,1,1,"{TV,Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,Washer,Dryer,""Smoke alarm"",""Carbon monoxide alarm"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",""Laptop-friendly workspace"",""Hot water"",""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove}",1125,2,2,1125,1125,2,1125,0,0,0,8,90,10,9,10,10,10,10,t,6,yes,22
71719888,35,2,63,3/14/2020,125,1,25,5/12/2016,within an hour,100%,92%,f,1,1,"['email', 'phone', 'reviews']",t,f,1,1,1,1,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Pets live on this property"",""Free street parking"",Washer,Dryer,""Smoke alarm"",Essentials,Hangers,""Hot water"",Other}",31,2,2,1125,1125,2,1125,3,13,25,12,95,10,9,10,10,10,10,t,3,no,14
