host_id,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,accommodates,bathrooms,bedrooms,beds,amenities,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,NumberOfVerfication,govermentIdentification,numberofamentities
9522814,65,30,73,4/30/2020,194,2,31,10/19/2013,within an hour,100%,100%,t,2,2,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'kba', 'selfie', 'government_id', 'identity_man",t,t,1,1,1,1,"{TV,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Free street parking"",Heating,Washer,Dryer,""Smoke alarm"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop-friendly workspace"",""translation missing: enhosting_amenity_49"",""Self check-in"",Keypad,""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed""}",1125,30,30,1125,1125,30,1125,0,0,0,25,98,10,10,10,10,10,10,f,9,yes,35
144025796,66,1,4,6/14/2019,29,1,0,8/3/2017,N/A,N/A,N/A,f,1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identit",t,f,8,1,2,5,"{Wifi,""Free parking on premises"",""Free street parking"",""Smoke alarm"",""Carbon monoxide alarm"",""First aid kit"",Essentials,Shampoo,Hangers,Iron,""Private living room"",""Host greets you""}",1125,1,1,1125,1125,1,1125,0,0,0,0,100,10,10,10,10,10,10,t,9,yes,12
61125261,71,1,5,11/15/2016,1,1,0,3/1/2016,N/A,N/A,N/A,f,1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'selfie', 'government_id', 'identity_manual']",t,t,2,1,1,1,"{Wifi,Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,Essentials,Shampoo,Hangers,""translation missing: enhosting_amenity_50""}",1125,1,1,1125,1125,1,1125,0,0,0,0,90,10,10,10,10,9,9,t,8,no,10
2612268,85,3,37,7/3/2020,11,2,39,6/11/2012,within an hour,100%,96%,t,3,3,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'kba', 'selfie', 'government_id', 'identity_man",t,f,2,1,1,1,"{TV,Wifi,""Air conditioning"",Kitchen,""Pets live on this property"",Dog(s),Elevator,""Free street parking"",Heating,Washer,Dryer,""Smoke alarm"",""Carbon monoxide alarm"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop-friendly workspace"",""Self check-in"",Lockbox,Bathtub,""Childrenâ€™s books and toys"",""Hot water"",""Body soap"",""Bath towel"",""Toilet paper"",""Bed linens"",""Extra pillows and blankets"",""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Long term stays allowed"",""Ceiling fan"",""Smart TV"",""DVD player"",Balcony,Netflix,""HBO GO"",""Amazon Echo"",""Warming drawer"",""Full kitchen"",""Bedroom comforts"",""Bathroom essentials""}",60,3,3,1125,1125,3,1125,17,23,39,12,98,10,10,10,10,10,9,f,9,yes,51
3324885,89,1,2,6/28/2020,162,13,20,8/21/2012,within an hour,96%,86%,f,8,8,"['email', 'phone', 'reviews', 'manual_offline', 'jumio', 'selfie', 'government_id', 'identity_manual']",t,f,2,3,1,1,"{Wifi,Kitchen,""Smoke alarm"",""Carbon monoxide alarm"",""First aid kit"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",""Self check-in"",Lockbox,""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics""}",365,1,1,14,365,1,904,7,10,13,2,90,8,7,9,10,10,10,t,8,no,16
3324885,99,1,2,7/3/2020,158,13,22,8/21/2012,within an hour,96%,86%,f,8,8,"['email', 'phone', 'reviews', 'manual_offline', 'jumio', 'selfie', 'government_id', 'identity_manual']",t,f,2,3,1,1,"{TV,Wifi,Kitchen,""Smoke alarm"",""Carbon monoxide alarm"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",""Self check-in"",Lockbox,Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",""Garden or backyard""}",365,1,1,14,365,1,904,9,12,15,2,100,10,10,10,10,10,10,t,8,no,16
27066040,100,1,0,,,1,0,2/1/2015,N/A,N/A,N/A,f,1,1,"['email', 'phone', 'reviews', 'jumio', 'kba', 'government_id']",t,t,2,1,1,1,"{TV,Internet,Wifi,""Air conditioning"",Breakfast,Elevator,""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke alarm"",""Carbon monoxide alarm"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Laptop-friendly workspace"",""translation missing: enhosting_amenity_49"",""translation missing: enhosting_amenity_50""}",5,1,2,5,5,13,5,0,0,0,0,,,,,,,,f,6,no,22
256637863,120,1,9,2/16/2020,69,1,26,4/18/2019,within an hour,100%,71%,f,1,1,"['email', 'phone', 'offline_government_id', 'government_id']",t,f,2,1,1,1,"{Wifi,Kitchen,""Smoking allowed"",""Indoor fireplace"",""Smoke alarm"",""Carbon monoxide alarm"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,Iron,""Hot water"",""Host greets you""}",1125,1,1,1125,1125,1,1125,0,0,0,6,100,10,10,10,10,10,10,t,4,yes,15
113746991,200,3,0,,,1,0,1/29/2017,N/A,N/A,N/A,f,1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,2,1,1,1,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,""Pets live on this property"",""Indoor fireplace"",Heating,Washer,""Smoke alarm"",""Carbon monoxide alarm"",""Safety card"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,Bathtub}",5,3,3,5,5,3,5,0,0,0,0,,,,,,,,t,7,yes,20
200933260,29,1,1,11/15/2019,12,4,318,7/8/2018,a few days or more,40%,22%,f,4,4,"['email', 'phone']",t,f,1,1,1,1,"{Wifi,""Free street parking"",""Smoke alarm"",""First aid kit"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop-friendly workspace"",""Hot water"",Microwave,Refrigerator,""Single level home"",""Long term stays allowed"",""Host greets you""}",1125,1,1,1125,1125,1,1125,0,13,43,1,100,10,10,10,10,10,10,f,2,no,17
200933260,30,3,3,3/21/2020,19,4,139,7/8/2018,a few days or more,40%,22%,f,4,4,"['email', 'phone']",t,f,1,1,1,1,"{Wifi,Kitchen,""Free street parking"",""Smoke alarm"",""First aid kit"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop-friendly workspace"",""Hot water"",Microwave,Refrigerator,""Single level home"",""Long term stays allowed"",""Host greets you""}",1125,3,3,1125,1125,3,1125,0,20,50,2,93,10,10,10,10,10,10,f,2,no,18
200933260,30,2,3,4/9/2019,18,4,105,7/8/2018,a few days or more,40%,22%,f,4,4,"['email', 'phone']",t,f,1,1,1,1,"{Wifi,Kitchen,""Smoke alarm"",""Carbon monoxide alarm"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""Hair dryer"",Iron,""Laptop-friendly workspace""}",1125,2,2,1125,1125,2,1125,0,0,16,0,100,10,10,10,10,10,10,f,2,no,12
35677940,36,2,269,3/15/2020,436,2,211,6/13/2015,within an hour,100%,100%,t,2,2,"['email', 'phone', 'reviews', 'kba']",t,t,2,1,1,1,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,""Free street parking"",Heating,Washer,Dryer,""Smoke alarm"",""Carbon monoxide alarm"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop-friendly workspace"",""translation missing: enhosting_amenity_49"",""translation missing: enhosting_amenity_50"",""Self check-in"",Keypad,""Private entrance"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed""}",1125,2,2,1125,1125,2,1125,3,3,3,36,98,10,10,10,10,10,10,f,4,no,42
35677940,42,1,175,5/16/2020,322,2,331,6/13/2015,within an hour,100%,100%,t,2,2,"['email', 'phone', 'reviews', 'kba']",t,t,2,1,1,1,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke alarm"",""Carbon monoxide alarm"",""First aid kit"",""Safety card"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop-friendly workspace"",""translation missing: enhosting_amenity_49"",""translation missing: enhosting_amenity_50"",""Private living room"",""Private entrance"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",Other}",1125,1,1,1125,1125,1,1125,0,26,56,22,98,10,10,10,10,10,10,t,4,no,39
121500240,50,5,218,7/12/2020,565,3,0,3/19/2017,within an hour,100%,100%,t,3,3,"['email', 'phone', 'google', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",t,t,2,1,1,1,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Breakfast,""Free street parking"",""Indoor fireplace"",Heating,""Smoke alarm"",""Carbon monoxide alarm"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",""Laptop-friendly workspace"",""translation missing: enhosting_amenity_49"",""translation missing: enhosting_amenity_50"",""Self check-in"",""Smart lock"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Garden or backyard"",""Shower gel"",""Trash can""}",1125,5,5,1125,1125,5,1125,0,0,0,61,98,10,10,10,10,10,10,f,8,yes,37
1427811,75,1,43,7/28/2019,42,2,8,11/21/2011,within a few hours,100%,100%,t,2,2,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,2,1,1,1,"{TV,Wifi,Kitchen,""Free parking on premises"",""Free street parking"",Heating,Washer,Dryer,""Smoke alarm"",""Carbon monoxide alarm"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop-friendly workspace"",""translation missing: enhosting_amenity_49"",""translation missing: enhosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",""Single level home"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Cleaning before checkout"",""Host greets you""}",25,1,1,1125,1125,1,1125,0,0,8,0,98,10,10,10,10,9,9,f,6,yes,33
1427811,75,1,60,8/30/2019,81,2,10,11/21/2011,within a few hours,100%,100%,t,2,2,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,2,1,1,1,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",Heating,Washer,Dryer,""Smoke alarm"",""Carbon monoxide alarm"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""translation missing: enhosting_amenity_49"",""translation missing: enhosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",""Single level home"",""Luggage dropoff allowed"",""Cleaning before checkout"",""Host greets you""}",29,1,1,1125,1125,1,1125,0,2,10,3,96,10,10,10,10,10,9,f,6,yes,32
121500240,75,3,290,4/8/2020,738,3,0,3/19/2017,within an hour,100%,100%,t,3,3,"['email', 'phone', 'google', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",t,t,2,1,1,2,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Breakfast,""Free street parking"",""Indoor fireplace"",Heating,""Smoke alarm"",""Carbon monoxide alarm"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop-friendly workspace"",""translation missing: enhosting_amenity_49"",""translation missing: enhosting_amenity_50"",""Self check-in"",""Smart lock"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Garden or backyard"",""Luggage dropoff allowed"",""Shower gel"",""Trash can""}",26,3,3,1125,1125,3,1125,0,0,0,84,97,10,10,10,10,10,10,f,8,yes,42
200933260,75,2,0,,,4,49,7/8/2018,a few days or more,40%,22%,f,4,4,"['email', 'phone']",t,f,1,1,1,1,"{Wifi,""Free street parking"",""Smoke alarm"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop-friendly workspace"",""Hot water"",Microwave,Refrigerator}",14,2,2,14,14,2,14,0,20,49,0,,,,,,,,f,2,no,12
50004487,80,60,7,7/25/2016,13,1,365,11/27/2015,N/A,N/A,N/A,f,1,1,"['email', 'phone', 'facebook', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual'",t,f,2,1,2,2,"{Internet,Kitchen,""Free parking on premises"",""Pets live on this property"",""Free street parking"",Heating,Washer,Dryer,""Smoke alarm"",""Carbon monoxide alarm"",Essentials,""Lock on bedroom door"",""Self check-in"",""Building staff"",""Hot water""}",1125,60,60,1125,1125,60,1125,30,60,90,0,91,9,9,9,10,9,9,f,8,yes,15
121500240,80,1,8,12/26/2019,46,3,89,3/19/2017,within an hour,100%,100%,t,3,3,"['email', 'phone', 'google', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",t,t,5,1,2,2,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Breakfast,""Free street parking"",Heating,""Smoke alarm"",""Carbon monoxide alarm"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop-friendly workspace"",""Self check-in"",""Smart lock"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Shower gel"",""Baking sheet"",""Trash can""}",26,1,1,1125,1125,1,1125,29,59,89,1,95,10,10,10,10,9,10,f,8,yes,34
37846668,200,1,0,,,1,0,7/8/2015,N/A,N/A,N/A,f,1,1,"['email', 'phone']",t,f,2,1,1,1,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke alarm"",""Carbon monoxide alarm"",""First aid kit"",Essentials,Shampoo}",1125,1,1,1125,1125,1,1125,0,0,0,0,,,,,,,,f,2,no,15
152506197,35,1,2,6/13/2020,5,6,360,9/28/2017,within an hour,100%,93%,t,7,7,"['email', 'phone']",t,f,1,1,1,0,"{Wifi,""Air conditioning"",Kitchen,""Pets allowed"",Heating,Washer,Dryer,""Smoke alarm"",""Carbon monoxide alarm"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Laptop-friendly workspace"",""Private living room"",""Hot water"",""Dishes and silverware"",""Garden or backyard""}",1125,1,1,1125,1125,1,1125,25,55,85,2,100,10,9,10,10,10,10,f,2,no,18
152506197,35,1,2,3/24/2020,37,6,365,9/28/2017,within an hour,100%,93%,t,7,7,"['email', 'phone']",t,f,1,15,1,3,"{Wifi,""Air conditioning"",Kitchen,""Pets allowed"",""Free street parking"",Heating,""Suitable for events"",Washer,Dryer,""Smoke alarm"",""Carbon monoxide alarm"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Laptop-friendly workspace"",""Private living room"",""Hot water""}",1125,1,1,1125,1125,1,1125,30,60,90,2,100,10,10,10,10,10,10,f,2,no,18
152506197,35,1,4,5/17/2020,9,6,338,9/28/2017,within an hour,100%,93%,t,7,7,"['email', 'phone']",t,f,1,1,1,1,"{Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Heating,""Suitable for events"",Washer,Dryer,""Smoke alarm"",""Carbon monoxide alarm"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Laptop-friendly workspace"",""Private living room"",""Private entrance"",""Hot water"",""Garden or backyard""}",1125,1,1,1125,1125,1,1125,3,33,63,4,100,10,10,10,10,10,10,f,2,no,20
258845414,40,2,15,2/16/2020,103,1,208,4/29/2019,N/A,N/A,100%,t,1,1,['phone'],t,f,2,1,1,1,"{TV,Wifi,Kitchen,""Free parking on premises"",""Free street parking"",Heating,Washer,Dryer,""Smoke alarm"",""First aid kit"",""Fire extinguisher"",""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop-friendly workspace"",""Private living room"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Host greets you""}",14,2,2,14,14,2,14,0,0,0,4,96,10,10,10,10,9,10,t,1,no,26
152506197,45,1,1,3/21/2020,23,6,365,9/28/2017,within an hour,100%,93%,t,7,7,"['email', 'phone']",t,f,1,15,1,1,"{Wifi,""Air conditioning"",Kitchen,""Pets allowed"",""Free street parking"",Heating,Washer,Dryer,""Smoke alarm"",""Carbon monoxide alarm"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Laptop-friendly workspace"",""Private living room"",""Hot water"",""Dishes and silverware""}",1125,1,1,1125,1125,1,1125,30,60,90,1,100,10,10,10,10,10,8,f,2,no,18
298214141,60,2,0,,,1,0,9/26/2019,N/A,N/A,N/A,f,1,1,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f,1,1,1,1,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",Heating,Washer,Dryer,""Smoke alarm"",""Carbon monoxide alarm"",""Fire extinguisher"",Essentials,Hangers,Iron,""Private living room"",""Hot water"",Microwave,Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Cleaning before checkout"",""Trash can""}",1125,2,2,1125,1125,2,1125,0,0,0,0,,,,,,,,f,6,yes,28
107655736,65,5,4,8/17/2017,1,1,0,12/18/2016,N/A,N/A,N/A,f,1,1,"['email', 'phone', 'google', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,1,1,3,1,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets live on this property"",Dog(s),Cat(s),""Other pet(s)"",Heating,Washer,Dryer,""Smoke alarm"",""Carbon monoxide alarm"",""First aid kit"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop-friendly workspace"",""translation missing: enhosting_amenity_49"",""translation missing: enhosting_amenity_50"",""Self check-in"",""Smart lock"",Lockbox}",1125,5,5,1125,1125,5,1125,0,0,0,0,80,8,8,8,10,8,8,f,7,yes,26
660996,109,3,40,2/28/2020,41,2,208,6/3/2011,within an hour,100%,90%,t,2,2,"['email', 'phone', 'facebook', 'reviews']",t,f,2,1,1,0,"{TV,""Cable TV"",Wifi,""Free parking on premises"",Heating,Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Shower gel""}",7,3,3,7,7,3,7,0,0,0,5,96,10,10,10,10,10,10,f,4,no,18
218867155,125,1,42,10/25/2019,203,1,0,10/5/2018,a few days or more,40%,76%,t,1,1,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,t,2,1,1,1,"{Wifi,""Air conditioning"",Pool,""Free parking on premises"",""Free street parking"",Heating,""Smoke alarm"",""Carbon monoxide alarm"",""First aid kit"",""Safety card"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Private entrance"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Single level home"",""Patio or balcony"",""Garden or backyard"",""Beach essentials"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}",1125,1,1,1125,1125,1,1125,0,0,0,14,97,10,10,10,10,10,10,f,7,yes,28
31316625,149,3,1,7/3/2019,8,2,156,4/16/2015,within a few hours,100%,73%,f,3,3,"['email', 'phone', 'reviews', 'kba']",t,t,2,1,1,1,"{TV,""Cable TV"",Wifi,Kitchen,""Free street parking"",Heating,Washer,Dryer,""Smoke alarm"",""Carbon monoxide alarm"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop-friendly workspace"",""Private living room"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",Other,""Shower gel"",""Trash can""}",1125,3,3,1125,1125,3,1125,6,36,66,0,,,,,,,,f,4,no,35
218660395,65,8,2,10/21/2018,9,1,149,10/3/2018,within a few hours,90%,60%,f,4,4,"['email', 'phone', 'offline_government_id', 'government_id']",t,f,2,1,1,1,"{TV,Wifi,""Free parking on premises"",""Pets allowed"",Heating,Essentials,Hangers,""Laptop-friendly workspace""}",65,8,8,65,65,8,65,0,29,59,0,100,10,10,10,10,10,10,t,4,yes,8
5549151,70,2,159,3/13/2020,185,2,317,3/20/2013,within a day,100%,97%,t,2,2,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,2,1,1,1,"{TV,Wifi,""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke alarm"",Essentials,Shampoo,""Private entrance"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Patio or balcony"",""Garden or backyard"",""Long term stays allowed"",Other}",29,2,2,29,29,2,29,0,25,55,25,93,10,10,10,10,10,10,f,6,yes,20
198176325,75,28,0,,,1,0,6/26/2018,N/A,N/A,N/A,f,1,1,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",t,f,2,1,1,,"{TV,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Elevator,""Hot tub"",Heating,Washer,Dryer,""Smoke alarm"",""Carbon monoxide alarm"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Hot water""}",1125,28,28,1125,1125,28,1125,0,0,0,0,,,,,,,,f,5,yes,22
19406577,80,3,4,7/7/2020,31,1,2,8/3/2014,within a day,100%,67%,f,0,0,"['email', 'phone', 'reviews', 'kba']",t,f,2,1,1,1,"{TV,Wifi,""Free parking on premises"",""Free street parking"",Heating,""Smoke alarm"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",""Laptop-friendly workspace"",""Private entrance"",""Hot water""}",30,3,3,30,30,3,30,0,2,2,2,100,10,10,10,9,10,10,f,4,no,13
2299976,85,3,6,7/6/2020,26,1,13,5/5/2012,within a few hours,100%,100%,t,2,2,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,2,1,1,1,"{TV,""Cable TV"",Wifi,Kitchen,""Free street parking"",Heating,""Smoke alarm"",""Carbon monoxide alarm"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop-friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,""Patio or balcony"",""Long term stays allowed""}",30,3,3,30,30,3,30,13,13,13,1,100,10,10,10,10,10,10,f,6,yes,30
157796678,70,1,3,9/1/2019,24,1,0,11/7/2017,N/A,N/A,100%,f,2,2,"['email', 'phone']",t,f,2,1,1,1,"{Wifi,Pool,""Free street parking"",""Smoke alarm"",Essentials,Shampoo,Hangers,""Hot water"",""Coffee maker"",Refrigerator,""Garden or backyard""}",7,1,1,7,7,1,7,0,0,0,1,100,10,10,10,10,10,10,t,2,no,11
792566,75,2,54,7/23/2017,49,1,365,7/8/2011,within an hour,100%,80%,f,1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,2,15,1,0,"{TV,Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Hot tub"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke alarm"",Essentials,Shampoo,Hangers,Iron,""Self check-in"",Keypad}",1125,2,2,1125,1125,2,1125,30,60,90,0,98,10,10,10,10,9,10,f,7,yes,19
10236772,100,1,1,8/20/2016,2,1,0,11/24/2013,N/A,N/A,N/A,f,1,1,"['email', 'phone', 'reviews']",t,f,2,1,1,1,"{TV,Wifi,""Air conditioning"",Kitchen,Elevator,""Family/kid friendly"",Washer,Dryer,""Smoke alarm"",""Carbon monoxide alarm"",Essentials,""Lock on bedroom door""}",1125,1,1,1125,1125,1,1125,0,0,0,0,100,10,10,8,10,10,10,f,3,no,12
270119516,109,1,14,7/26/2020,175,13,112,6/20/2019,within an hour,99%,97%,f,13,13,"['email', 'phone']",t,t,2,1,1,1,"{TV,Wifi,""Air conditioning"",""Pets allowed"",Elevator,Heating,""Smoke alarm"",""Carbon monoxide alarm"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop-friendly workspace"",""Private entrance""}",28,1,1,1,28,1,243,30,60,78,14,99,10,10,10,10,10,10,t,2,no,16
270119516,109,1,0,,,13,148,6/20/2019,within an hour,99%,97%,f,13,13,"['email', 'phone']",t,t,2,1,1,1,"{TV,Wifi,""Air conditioning"",""Pets allowed"",Elevator,Heating,""Smoke alarm"",""Carbon monoxide alarm"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop-friendly workspace"",""Private entrance""}",28,1,1,1,28,1,241,18,41,69,0,,,,,,,,t,2,no,16
270119516,109,1,0,,,13,134,6/20/2019,within an hour,99%,97%,f,13,13,"['email', 'phone']",t,t,2,1,1,1,"{TV,Wifi,""Air conditioning"",""Pets allowed"",Elevator,Heating,""Smoke alarm"",""Carbon monoxide alarm"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop-friendly workspace"",""Private entrance""}",28,1,1,1,28,1,241,26,47,77,0,,,,,,,,t,2,no,16
270119516,109,1,20,7/15/2020,246,13,106,6/20/2019,within an hour,99%,97%,f,13,13,"['email', 'phone']",t,t,2,1,1,1,"{TV,Wifi,""Air conditioning"",""Pets allowed"",Elevator,Heating,""Smoke alarm"",""Carbon monoxide alarm"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop-friendly workspace"",""Private entrance"",""Hot water""}",28,1,1,1,28,1,245,30,60,76,20,95,10,10,10,10,10,10,t,2,no,17
