host_id,price,number_of_reviews,calculated_host_listings_count,availability_365,host_since_days,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,,host_identity_verified,accommodates,bathrooms,bedrooms,beds,avg_rm,availability_30,availability_60,availability_90,number_of_reviews_ltm,instant_bookable,NumberOfVerfication,govermentIdentification,numberofamentities
29286398,151,0,70,268,2071,f,59,59,t,1,t,4,2,2,2,2,0,0,0,0,f,5,no,23
36722174,153,166,2,10,1967,f,2,2,t,1,f,3,1,1,3,1.666666667,10,10,10,30,t,5,no,28
263119776,154,2,2,24,542,f,2,2,t,1,f,5,2,0,2,1.333333333,0,0,24,1,t,6,yes,20
29286398,155,0,70,363,2071,f,59,59,t,1,t,4,2,2,3,2.333333333,28,58,88,0,f,5,no,18
29286398,155,0,70,317,2071,f,59,59,t,1,t,4,2,2,2,2,12,18,42,0,f,5,no,18
323983063,155,19,1,41,314,f,0,0,t,1,f,4,1,1,1,1,10,35,41,19,f,1,no,31
63806328,155,1,5,116,1698,f,6,6,t,1,f,3,2,2,0,1.333333333,2,2,26,1,f,9,yes,45
87410265,155,0,1,365,1563,f,24,24,t,1,f,4,2,2,2,2,30,60,90,0,t,6,yes,11
10981379,156,2,48,76,2505,t,1717,1717,t,1,t,3,1,0,2,1,30,54,74,0,f,8,yes,41
10981379,156,2,48,76,2505,t,1717,1717,t,1,t,3,1,0,2,1,30,54,74,0,t,8,yes,41
10981379,156,1,48,76,2505,t,1717,1717,t,1,t,3,1,0,2,1,30,54,74,0,t,8,yes,41
10981379,156,1,48,76,2505,t,1717,1717,t,1,t,3,1,0,2,1,30,54,74,0,t,8,yes,41
10981379,156,0,48,76,2505,t,1717,1717,t,1,t,3,1,0,2,1,30,54,74,0,t,8,yes,41
10981379,156,0,48,76,2505,t,1717,1717,t,1,t,3,1,0,2,1,30,54,74,0,f,8,yes,41
10981379,156,0,48,76,2505,t,1717,1717,t,1,t,3,1,0,2,1,30,54,74,0,f,8,yes,41
171993006,157,61,5,74,1010,t,7,7,t,1,f,6,2,2,2,2,14,44,74,59,f,8,yes,32
1457673,158,6,13,220,3270,f,14,14,t,1,t,4,2,2,2,2,5,5,5,0,t,7,no,44
26542025,159,70,1,30,2121,f,2,2,t,1,t,8,1,3,4,2.666666667,30,30,30,8,t,7,yes,46
106214297,159,92,2,348,1438,f,2,2,t,1,t,6,2,2,3,2.333333333,21,46,73,33,t,6,no,18
264997819,159,37,1,0,533,t,1,1,t,1,f,6,2,2,2,2,0,0,0,32,f,5,yes,32
10192110,159,2,19,17,2547,f,22,22,t,1,t,6,2,2,2,2,17,17,17,2,f,7,yes,25
36465964,160,218,1,29,1970,f,1,1,t,1,f,7,1,1,3,1.666666667,23,29,29,31,f,5,no,34
8534462,160,0,109,199,2631,f,1081,1081,t,1,t,2,1,1,1,1,11,41,71,0,t,9,yes,20
8534462,160,0,109,198,2631,f,1081,1081,t,1,t,2,1,1,1,1,10,40,70,0,t,9,yes,20
8534462,160,0,109,197,2631,f,1081,1081,t,1,t,2,1,1,1,1,9,39,69,0,t,9,yes,20
8534462,160,0,109,196,2631,f,1081,1081,t,1,t,2,1,1,1,1,8,38,68,0,t,9,yes,20
8534462,160,0,109,195,2631,f,1081,1081,t,1,t,2,1,1,1,1,7,37,67,0,t,9,yes,20
63806328,161,1,5,120,1698,f,6,6,t,1,f,4,2,2,2,2,6,6,30,1,f,9,yes,40
349900854,163,2,3,355,152,f,3,3,t,1,f,5,1,2,4,2.333333333,20,50,80,2,f,5,yes,25
187317626,164,32,5,173,926,f,5,5,t,1,f,6,1,2,6,3,27,56,83,12,t,2,no,35
63806328,164,1,5,35,1698,f,6,6,t,1,f,5,2,2,2,2,0,0,0,1,f,9,yes,32
171993006,165,18,5,80,1010,t,7,7,t,1,f,2,1,1,2,1.333333333,21,51,80,18,t,8,yes,41
20666636,165,5,1,13,2268,f,0,0,t,1,f,3,1,1,1,1,0,0,13,5,t,6,no,35
71476885,165,0,1,54,1646,f,0,0,t,1,t,4,1,1,2,1.333333333,0,24,54,0,f,6,yes,19
130954997,168,3,22,34,1274,f,21,21,t,1,f,5,2,2,2,2,0,0,0,2,f,4,no,25
4160438,169,16,1,161,2919,t,2,2,t,1,t,4,2,2,2,2,11,41,71,1,t,7,no,41
167309906,169,61,7,226,1035,t,3,3,t,1,f,3,1,1,1,1,2,22,52,14,t,6,yes,36
17013472,169,0,1,90,2338,f,13,13,t,1,t,4,1,1,2,1.333333333,30,60,90,0,f,5,no,21
21101880,170,10,1,0,2257,f,1,1,t,1,t,3,1,1,1,1,0,0,0,0,t,9,yes,17
219680420,170,9,2,0,765,t,2,2,t,1,f,3,1,1,2,1.333333333,0,0,0,1,t,6,yes,21
219680420,170,67,2,0,765,t,2,2,t,1,f,3,1,1,1,1,0,0,0,9,f,6,yes,24
602654,173,7,5,74,3465,f,302,302,t,1,t,3,1,,2,1.5,25,49,69,0,f,7,yes,27
83337988,175,0,1,0,1584,f,1,1,t,1,f,3,1,1,1,1,0,0,0,0,f,1,no,20
8534462,175,8,109,56,2631,f,1081,1081,t,1,t,2,1,1,1,1,20,50,56,5,t,9,yes,17
8534462,175,12,109,62,2631,f,1081,1081,t,1,t,2,1,1,1,1,29,51,62,7,t,9,yes,17
8534462,175,3,109,0,2631,f,1081,1081,t,1,t,2,1,1,1,1,0,0,0,0,t,9,yes,22
8534462,175,2,109,0,2631,f,1081,1081,t,1,t,2,1,1,1,1,0,0,0,0,t,9,yes,22
8534462,175,0,109,0,2631,f,1081,1081,t,1,t,2,1,1,1,1,0,0,0,0,t,9,yes,22
8534462,175,5,109,180,2631,f,1081,1081,t,1,t,2,1,1,1,1,0,0,5,2,t,9,yes,22
8534462,175,3,109,265,2631,f,1081,1081,t,1,t,2,1,1,1,1,30,60,90,0,t,9,yes,22
229338456,175,50,6,173,708,f,6,6,t,1,f,6,1,2,6,3,27,56,83,38,t,3,no,33
234362120,175,8,1,0,678,f,1,1,t,1,f,4,1,1,2,1.333333333,0,0,0,4,t,6,yes,19
244054633,175,3,1,0,632,f,2,2,t,1,f,4,1,1,1,1,0,0,0,3,t,4,yes,37
10192110,175,22,19,63,2547,f,22,22,t,1,t,7,1,3,3,2.333333333,9,9,9,22,f,7,yes,19
8534462,175,0,109,66,2631,f,1081,1081,t,1,t,2,1,1,1,1,30,60,66,0,t,9,yes,15
226574566,175,6,1,78,724,f,0,0,t,1,f,4,1,1,2,1.333333333,18,48,78,6,t,4,yes,22
8534462,175,0,109,261,2631,f,1081,1081,t,1,t,2,1,1,1,1,26,56,86,0,t,9,yes,21
8534462,175,0,109,50,2631,f,1081,1081,t,1,t,2,1,1,1,1,14,44,50,0,t,9,yes,16
29286398,176,0,70,127,2071,f,59,59,t,1,t,4,2,3,3,2.666666667,0,0,0,0,f,5,no,35
58385754,177,0,3,365,1736,t,242,242,t,1,f,4,1,1,2,1.333333333,30,60,90,0,f,9,yes,26
5959985,179,1,1,363,2767,f,2,2,t,1,f,6,25,2,2,9.666666667,28,58,88,0,f,5,yes,46
41824720,179,0,1,0,1913,f,1,1,t,1,t,4,1,1,1,1,0,0,0,0,f,5,no,22
127614123,179,2,1,341,1297,f,1,1,t,1,f,6,275,2,2,93,6,36,66,0,f,2,no,42
10192110,179,14,19,18,2547,f,22,22,t,1,t,6,2,2,2,2,18,18,18,7,f,7,yes,21
206500947,179,93,12,85,835,t,13,13,t,1,t,4,1,1,1,1,25,55,85,64,t,6,yes,45
206500947,179,20,12,0,835,t,13,13,t,1,t,4,1,1,1,1,0,0,0,20,t,6,yes,46
246612164,179,28,2,0,620,t,1,1,t,1,f,7,15,1,5,7,0,0,0,28,t,4,yes,35
319003315,179,9,8,365,329,f,8,8,t,1,t,3,1,0,1,0.666666667,30,60,90,9,f,6,yes,31
161472256,179,1,8,86,1073,t,10,10,t,1,f,4,1,1,1,1,26,56,86,1,t,3,no,48
67843474,179,5,2,182,1668,t,0,0,t,1,t,4,1,1,1,1,23,53,83,5,f,8,yes,24
36389576,180,19,1,0,1971,f,1,1,t,1,t,2,1,0,1,0.666666667,0,0,0,0,f,4,no,20
69009328,180,0,1,0,1661,f,1,1,t,1,f,4,2,2,2,2,0,0,0,0,f,3,no,24
86969630,180,66,2,83,1565,f,2,2,t,1,f,3,1,1,1,1,0,0,0,0,f,8,yes,21
29158067,180,0,1,79,2073,t,2,2,t,1,f,6,2,2,2,2,0,0,0,0,t,8,yes,21
10981379,182,0,48,71,2505,t,1717,1717,t,1,t,4,1,1,2,1.333333333,27,49,69,0,f,8,yes,41
10981379,182,0,48,66,2505,t,1717,1717,t,1,t,4,1,1,2,1.333333333,22,44,64,0,t,8,yes,41
10981379,182,0,48,66,2505,t,1717,1717,t,1,t,4,1,1,2,1.333333333,22,44,64,0,t,8,yes,41
343006378,182,0,5,359,224,f,360,360,t,1,f,5,2,2,2,2,24,54,84,0,t,2,no,29
187317626,184,68,5,168,926,f,5,5,t,1,f,6,2,2,4,2.666666667,18,48,78,42,t,2,no,34
92417850,184,18,4,65,1536,f,4,4,t,1,f,6,2,2,2,2,29,59,65,3,f,6,yes,34
9954475,185,103,4,203,2557,f,21,21,t,1,f,8,2,2,4,2.666666667,16,46,76,27,f,6,yes,35
10192110,185,8,19,190,2547,f,22,22,t,1,t,6,2,2,2,2,4,4,10,4,f,7,yes,23
48347400,189,22,1,0,1833,f,1,1,t,1,t,4,2,2,2,2,0,0,0,1,f,6,no,36
128882006,189,188,1,204,1288,f,1,1,t,1,t,2,1,1,2,1.333333333,0,0,24,11,t,7,yes,45
9954475,189,131,4,200,2557,f,21,21,t,1,f,8,2,3,4,3,19,49,79,39,f,6,yes,34
8534462,189,4,109,0,2631,f,1081,1081,t,1,t,2,1,1,1,1,0,0,0,2,t,9,yes,17
29035527,189,10,1,140,2075,t,1,1,t,1,f,5,2,2,2,2,1,1,1,1,f,2,no,56
29286398,189,0,70,269,2071,f,59,59,t,1,t,4,2,2,2,2,0,0,24,0,f,5,no,36
8534462,189,0,109,0,2631,f,1081,1081,t,1,t,2,1,1,1,1,0,0,0,0,t,9,yes,16
24702907,189,0,1,180,2164,f,0,0,t,1,f,4,35,3,0,12.66666667,30,60,90,0,t,8,yes,19
9784609,189,0,11,86,2566,t,10,10,t,1,f,6,2,2,2,2,2,26,56,0,f,6,no,38
166034566,189,2,10,89,1042,f,11,11,t,1,t,6,1,0,1,0.666666667,29,59,89,2,t,8,yes,28
8534462,189,0,109,0,2631,f,1081,1081,t,1,t,2,1,1,1,1,0,0,0,0,t,9,yes,16
104691239,190,33,9,137,1452,f,9,9,t,1,f,6,2,2,4,2.666666667,13,43,73,6,t,2,no,33
229338456,190,54,6,0,708,f,6,6,t,1,f,9,2,3,7,4,0,0,0,28,t,3,no,36
104691239,190,12,9,177,1452,f,9,9,t,1,f,7,2,2,4,2.666666667,27,57,87,12,t,2,no,35
187317626,190,1,5,163,926,f,5,5,t,1,f,7,2,2,4,2.666666667,15,43,73,1,t,2,no,34
111814568,191,2,4,363,1396,f,189,189,t,1,f,7,1,3,4,2.666666667,28,58,88,2,t,4,no,30
114047551,195,30,1,0,1382,t,2,2,t,1,f,5,1,1,1,1,0,0,0,12,t,7,yes,34
224859198,195,2,39,243,735,f,39,39,t,1,f,4,1,1,2,1.333333333,26,56,86,2,t,4,no,33
91214395,198,0,3,357,1543,f,43,43,t,1,f,4,1,1,1,1,27,56,84,0,f,3,no,28
4392070,199,8,4,0,2892,f,4,4,f,0,t,6,1,3,5,3,0,0,0,2,f,7,yes,42
38674248,199,0,1,87,1946,f,1,1,t,1,t,6,2,0,2,1.333333333,27,57,87,0,f,5,no,16
198923500,199,2,1,0,867,f,1,1,t,1,f,3,1,0,1,0.666666667,0,0,0,0,t,2,no,18
27136472,199,82,3,0,2109,f,5,5,t,1,t,12,2,3,5,3.333333333,0,0,0,32,f,9,yes,35
215257531,199,0,2,180,791,f,5,5,t,1,f,5,1,1,1,1,30,60,90,0,t,6,yes,17
9784609,199,7,11,54,2566,t,10,10,t,1,f,6,2,2,3,2.333333333,0,0,24,5,f,6,no,44
270116674,199,42,2,150,511,f,2,2,t,1,f,8,15,2,3,6.666666667,0,0,25,42,t,4,yes,34
26955912,199,2,1,90,2113,f,8,8,t,1,f,6,1,2,4,2.333333333,30,60,90,2,f,7,no,12
171993006,199,20,5,88,1010,t,7,7,t,1,f,6,2,2,2,2,28,58,88,20,f,8,yes,45
190689855,199,10,1,90,907,f,16,16,t,1,t,5,1,2,3,2,30,60,90,10,t,5,yes,25
41482593,199,33,2,166,1917,t,3,3,t,1,f,10,1,2,6,3,20,46,76,33,t,4,yes,31
10192110,199,4,19,0,2547,f,22,22,t,1,t,6,2,2,2,2,0,0,0,4,f,7,yes,23
41482593,199,19,2,174,1917,t,3,3,t,1,f,9,1,3,4,2.666666667,24,54,84,19,t,4,yes,33
277839017,2999,0,1,361,480,f,0,0,t,1,f,4,1,0,1,0.666666667,26,56,86,0,t,6,yes,13
7652853,200,14,1,0,2670,f,2,2,t,1,t,8,2,2,2,2,0,0,0,0,t,6,yes,35
6536782,200,17,1,0,2730,f,1,1,t,1,t,3,1,0,1,0.666666667,0,0,0,0,f,7,yes,18
34050428,200,126,2,180,2000,f,2,2,t,1,f,4,1,2,3,2,30,60,90,14,t,5,no,20
71130378,200,3,1,0,1648,f,1,1,t,1,f,2,1,1,1,1,0,0,0,0,f,3,no,16
58484039,200,158,2,57,1735,t,2,2,t,1,f,4,1,1,2,1.333333333,21,51,57,35,t,4,no,35
57297804,200,4,1,0,1744,f,1,1,t,1,t,4,1,1,1,1,0,0,0,0,t,7,yes,37
119200706,200,12,1,0,1348,f,1,1,t,1,f,6,1,1,3,1.666666667,0,0,0,0,f,3,no,41
109789052,200,31,1,180,1408,f,0,0,t,1,f,5,2,2,2,2,30,60,90,0,t,7,yes,18
48892677,200,54,5,361,1827,f,5,5,t,1,f,5,2,2,2,2,30,59,86,12,t,7,yes,26
169903127,200,118,5,1,1022,t,5,5,t,1,f,4,1,0,2,1,0,1,1,40,t,5,yes,39
202873262,200,25,1,175,850,f,1,1,t,1,f,4,1,1,2,1.333333333,25,55,85,0,f,1,no,28
187410065,200,0,1,0,925,f,1,1,t,1,f,5,1,1,2,1.333333333,0,0,0,0,t,4,yes,20
104691239,200,48,9,176,1452,f,9,9,t,1,f,7,2,2,4,2.666666667,26,56,86,31,t,2,no,34
42523394,200,0,1,180,1906,f,1,1,t,1,t,2,1,1,1,1,30,60,90,0,t,7,no,16
178316979,200,34,2,179,975,f,18,18,t,1,t,6,2,2,2,2,30,60,90,30,t,5,yes,34
16779683,200,4,1,0,2343,f,2,2,t,1,f,3,1,0,2,1,0,0,0,3,t,7,yes,24
229338456,200,11,6,137,708,f,6,6,t,1,f,6,2,2,5,3,13,43,73,11,t,3,no,35
276621863,200,0,1,89,485,f,0,0,t,1,f,5,2,2,2,2,29,59,89,0,f,2,no,18
143304672,200,6,1,92,1201,f,0,0,t,1,f,4,1,1,2,1.333333333,2,2,24,6,t,3,no,37
256430911,200,0,7,7,575,f,1,1,t,1,f,6,2,3,3,2.666666667,5,5,5,0,f,6,yes,22
256430911,200,0,7,7,575,f,1,1,t,1,f,6,2,3,3,2.666666667,5,5,5,0,f,6,yes,22
256430911,200,0,7,7,575,f,1,1,t,1,f,6,2,3,3,2.666666667,5,5,5,0,f,6,yes,22
256430911,200,1,7,10,575,f,1,1,t,1,f,6,2,3,3,2.666666667,5,5,5,1,f,6,yes,20
15738424,200,0,1,64,2369,f,0,0,t,1,t,4,1,1,2,1.333333333,28,58,64,0,f,6,no,22
224859198,205,1,39,244,735,f,39,39,t,1,f,4,1,1,2,1.333333333,27,57,87,1,t,4,no,34
343006378,208,0,5,349,224,f,360,360,t,1,f,5,2,2,2,2,14,44,74,0,t,2,no,29
602654,209,1,5,63,3465,f,302,302,t,1,t,4,1,1,2,1.333333333,15,38,58,0,f,7,yes,23
5370403,209,33,1,155,2807,t,3,3,t,1,t,4,1,1,2,1.333333333,12,42,65,29,f,6,no,42
10192110,215,20,19,11,2547,f,22,22,t,1,t,6,2,2,2,2,11,11,11,2,f,7,yes,33
27713332,215,13,2,230,2099,f,2,2,t,1,f,5,2,2,3,2.333333333,0,20,50,10,f,4,no,31
233451683,215,61,1,156,682,f,13,13,t,1,f,8,15,3,6,8,18,39,66,61,t,5,yes,30
224859198,215,0,39,230,735,f,39,39,t,1,f,4,1,1,2,1.333333333,20,43,73,0,t,4,no,34
38018702,220,2,1,0,1953,f,1,1,t,1,f,4,1,1,2,1.333333333,0,0,0,0,f,4,no,12
45202477,225,2,2,360,1873,f,2,2,t,1,f,5,2,2,2,2,25,55,85,0,f,6,yes,33
72758848,225,10,1,88,1639,f,1,1,t,1,t,3,1,1,1,1,28,58,88,4,t,5,no,39
45202477,225,1,2,175,1873,f,2,2,t,1,f,6,2,2,3,2.333333333,25,55,85,0,f,6,yes,39
161472256,225,35,8,84,1073,t,10,10,t,1,f,9,2,3,3,2.666666667,25,54,84,35,t,3,no,50
10192110,225,8,19,14,2547,f,22,22,t,1,t,6,2,2,0,1.333333333,14,14,14,8,f,7,yes,32
166034566,229,7,10,4,1042,f,11,11,t,1,t,8,1,1,1,1,4,4,4,7,t,8,yes,30
247303075,230,2,1,299,617,f,1,1,t,1,f,8,2,2,5,3,0,0,24,2,t,5,yes,23
176454641,231,82,3,0,985,t,3,3,t,1,f,8,15,2,2,6.333333333,0,0,0,30,f,7,yes,26
29286398,231,0,70,337,2071,f,59,59,t,1,t,2,25,1,1,9,28,58,88,0,f,5,no,17
35661214,232,43,15,357,1980,f,51,51,t,1,t,10,1,2,4,2.333333333,24,52,82,33,t,6,yes,30
257065223,235,64,1,245,572,t,4,4,t,1,f,4,1,1,2,1.333333333,22,48,76,55,t,6,yes,38
79310439,240,8,17,0,1604,f,16,16,t,1,f,10,2,2,8,4,0,0,0,0,t,8,yes,27
317186177,240,1,2,150,335,f,2,2,t,1,f,7,2,3,4,3,23,53,83,1,t,2,no,30
253729759,240,1,10,364,586,f,15,15,t,1,f,4,2,2,3,2.333333333,29,59,89,1,f,5,yes,16
10192110,245,17,19,0,2547,f,22,22,t,1,t,6,2,2,2,2,0,0,0,5,f,7,yes,37
10192110,249,31,19,1,2547,f,22,22,t,1,t,6,2,2,3,2.333333333,1,1,1,13,f,7,yes,24
215257531,249,128,2,0,791,f,5,5,t,1,f,6,1,1,3,1.666666667,0,0,0,17,t,6,yes,33
10192110,249,11,19,15,2547,f,22,22,t,1,t,7,2,3,3,2.666666667,15,15,15,11,f,7,yes,35
55772832,250,96,1,36,1755,f,1,1,t,1,f,5,2,2,3,2.333333333,30,36,36,17,t,5,no,27
47047667,250,1,1,0,1850,f,1,1,t,1,f,6,1,2,2,1.666666667,0,0,0,0,f,4,no,18
77837459,250,67,1,180,1611,f,1,1,t,1,f,3,2,2,2,2,30,60,90,0,t,8,yes,27
49804989,250,4,1,365,1815,f,1,1,t,1,t,2,1,1,1,1,30,60,90,0,f,6,no,32
1264644,250,33,1,0,1914,f,1,1,f,0,f,2,1,1,1,1,0,0,0,0,f,8,yes,32
87634322,250,6,1,0,1562,f,1,1,t,1,t,3,1,1,1,1,0,0,0,0,t,8,yes,5
113472947,250,201,31,269,1385,f,42,42,t,1,f,6,1,1,3,1.666666667,29,59,89,72,t,9,yes,34
136826971,250,113,3,88,1237,f,3,3,t,1,f,5,1,2,2,1.666666667,21,51,81,37,t,7,yes,26
48892677,250,17,5,362,1827,f,5,5,t,1,f,4,2,2,2,2,30,57,87,7,t,7,yes,24
211892140,250,1,4,33,809,t,5,5,t,1,f,6,2,2,2,2,18,33,33,1,f,4,yes,32
149741233,250,0,2,0,1161,f,2,2,t,1,f,4,1,1,2,1.333333333,0,0,0,0,f,3,yes,24
48892677,250,6,5,352,1827,f,5,5,t,1,f,5,2,2,2,2,30,55,82,4,t,7,yes,33
317186177,250,9,2,173,335,f,2,2,t,1,f,10,2,3,6,3.666666667,23,53,83,9,t,2,no,33
308850417,250,5,1,179,366,f,1,1,t,1,f,4,1,0,1,0.666666667,29,59,89,5,t,4,yes,24
104691239,250,5,9,156,1452,f,9,9,t,1,f,9,2,3,7,4,14,41,69,5,t,2,no,36
256990501,253,90,1,23,572,f,2,2,t,1,f,6,15,2,2,6.333333333,0,0,23,66,t,6,yes,31
78908767,257,1,1,0,1606,f,1,1,t,1,f,7,25,3,3,10.33333333,0,0,0,0,f,7,yes,16
130904349,265,62,47,303,1274,t,239,239,t,1,f,6,2,2,3,2.333333333,22,52,60,19,f,7,yes,45
344698209,269,6,4,74,200,f,11,11,t,1,f,6,2,2,3,2.333333333,14,44,74,6,t,6,yes,20
29882720,271,162,5,323,2061,t,12,12,t,1,t,6,2,2,4,2.666666667,1,21,51,26,f,8,yes,38
103427,275,1,4,365,3875,f,135,135,t,1,t,4,1,1,2,1.333333333,30,60,90,0,f,6,yes,29
29882720,275,146,5,307,2061,t,12,12,t,1,t,8,25,2,5,10.66666667,7,9,39,25,f,8,yes,45
82302718,275,0,1,0,1589,f,1,1,t,1,f,2,1,1,1,1,0,0,0,0,f,2,no,20
130904349,275,69,47,354,1274,t,239,239,t,1,f,8,2,3,5,3.333333333,22,49,79,20,f,7,yes,44
206500947,275,113,12,82,835,t,13,13,t,1,t,6,2,2,2,2,22,52,82,69,t,6,yes,51
206500947,275,141,12,76,835,t,13,13,t,1,t,6,2,2,2,2,21,49,76,102,t,6,yes,53
206500947,275,109,12,79,835,t,13,13,t,1,t,6,2,2,2,2,19,49,79,104,t,6,yes,43
206500947,275,39,12,54,835,t,13,13,t,1,t,6,2,2,2,2,0,24,54,39,t,6,yes,43
256430911,275,3,7,5,575,f,1,1,t,1,f,4,2,2,2,2,5,5,5,3,f,6,yes,13
256430911,275,12,7,5,575,f,1,1,t,1,f,6,2,3,3,2.666666667,5,5,5,12,f,6,yes,19
301775154,277,8,24,1,397,f,14,14,t,1,f,3,1,0,2,1,1,1,1,8,t,6,yes,17
200294472,280,4,1,0,860,f,1,1,t,1,f,6,2,2,3,2.333333333,0,0,0,4,t,2,no,22
10192110,285,45,19,18,2547,f,22,22,t,1,t,8,2,3,3,2.666666667,18,18,18,12,f,7,yes,40
130904349,285,80,47,307,1274,t,239,239,t,1,f,8,2,3,5,3.333333333,16,22,47,28,f,7,yes,42
27713332,288,4,2,0,2099,f,2,2,t,1,f,5,2,2,3,2.333333333,0,0,0,1,f,4,no,33
2813298,295,22,1,0,3054,f,3,3,t,1,t,4,2,2,2,2,0,0,0,0,f,4,no,15
262022183,295,1,1,0,547,f,1,1,t,1,f,4,2,2,2,2,0,0,0,0,t,2,no,20
78836518,298,15,7,231,1606,t,7,7,t,1,f,6,2,3,6,3.666666667,6,32,58,15,f,9,yes,43
4392070,299,5,4,0,2892,f,4,4,f,0,t,8,2,3,5,3.333333333,0,0,0,1,f,7,yes,46
139740235,299,7,2,71,1221,f,2,2,t,1,f,5,2,2,2,2,30,60,71,0,t,3,no,26
35390479,299,17,2,0,1983,t,2,2,t,1,f,4,2,2,4,2.666666667,0,0,0,0,t,8,no,35
211892140,299,82,4,73,809,t,5,5,t,1,f,6,2,2,3,2.333333333,18,34,34,43,t,4,yes,35
9784609,299,94,11,54,2566,t,10,10,t,1,f,6,2,2,2,2,0,0,24,23,f,6,no,42
107269449,299,6,1,0,1429,f,2,2,t,1,f,6,1,2,3,2,0,0,0,0,t,4,yes,16
113472947,299,65,31,263,1385,f,42,42,t,1,f,10,15,2,5,7.333333333,23,53,83,64,t,9,yes,27
90274234,299,47,1,350,1549,t,1,1,t,1,f,8,2,3,4,3,30,45,75,40,f,5,no,42
9784609,299,30,11,26,2566,t,10,10,t,1,f,6,2,2,2,2,0,0,0,21,f,6,no,53
113472947,299,50,31,0,1385,f,42,42,t,1,f,10,15,2,2,6.333333333,0,0,0,43,t,9,yes,27
113472947,299,103,31,262,1385,f,42,42,t,1,f,6,1,1,2,1.333333333,22,52,82,103,t,9,yes,31
113472947,299,68,31,29,1385,f,42,42,t,1,f,6,1,2,3,2,0,0,0,68,t,9,yes,30
113472947,299,45,31,268,1385,f,42,42,t,1,f,8,1,1,1,1,28,58,88,45,t,9,yes,35
113472947,299,68,31,266,1385,f,42,42,t,1,f,6,1,0,1,0.666666667,26,56,86,68,t,9,yes,32
113472947,299,44,31,270,1385,f,42,42,t,1,f,8,1,1,2,1.333333333,30,60,90,44,t,9,yes,31
113472947,299,47,31,265,1385,f,42,42,t,1,f,8,1,1,2,1.333333333,25,55,85,47,t,9,yes,33
113472947,299,44,31,267,1385,f,42,42,t,1,f,8,1,1,2,1.333333333,27,57,87,44,t,9,yes,33
113472947,299,21,31,242,1385,f,42,42,t,1,f,10,15,2,5,7.333333333,2,32,62,21,t,9,yes,30
113472947,299,10,31,179,1385,f,42,42,t,1,f,10,15,2,4,7,29,59,89,10,t,9,yes,25
344698209,299,2,4,80,200,f,11,11,t,1,f,3,3,3,3,3,20,50,80,2,t,6,yes,19
113472947,299,7,31,269,1385,f,42,42,t,1,f,6,1,1,1,1,29,59,89,7,t,9,yes,27
113472947,299,5,31,270,1385,f,42,42,t,1,f,6,1,1,1,1,30,60,90,5,t,9,yes,27
113472947,299,13,31,268,1385,f,42,42,t,1,f,5,1,0,1,0.666666667,28,58,88,13,t,9,yes,31
113472947,299,2,31,269,1385,f,42,42,t,1,f,4,1,0,1,0.666666667,29,59,89,2,t,9,yes,31
113472947,299,0,31,269,1385,f,42,42,t,1,f,6,1,1,1,1,29,59,89,0,t,9,yes,34
113472947,299,0,31,269,1385,f,42,42,t,1,f,6,1,0,1,0.666666667,29,59,89,0,t,9,yes,31
113472947,299,0,31,270,1385,f,42,42,t,1,f,6,1,0,1,0.666666667,30,60,90,0,t,9,yes,31
113472947,299,0,31,270,1385,f,42,42,t,1,f,6,1,0,1,0.666666667,30,60,90,0,t,9,yes,31
113472947,299,0,31,269,1385,f,42,42,t,1,f,6,1,0,1,0.666666667,29,59,89,0,t,9,yes,31
113472947,299,0,31,270,1385,f,42,42,t,1,f,8,1,0,1,0.666666667,30,60,90,0,t,9,yes,29
85132,300,0,2,365,3914,t,96,96,t,1,t,4,1,1,2,1.333333333,30,60,90,0,f,8,yes,15
28478655,300,1,1,0,2085,f,1,1,t,1,t,4,1,1,1,1,0,0,0,0,f,6,no,21
48413460,300,85,3,168,1832,t,3,3,t,1,f,6,25,2,4,10.33333333,20,50,80,21,f,6,no,43
136826971,300,149,3,84,1237,f,3,3,t,1,f,6,1,3,3,2.333333333,24,54,84,44,t,7,yes,36
2697886,300,0,1,0,3067,f,0,0,t,1,f,3,1,1,1,1,0,0,0,0,t,7,yes,21
9308308,300,16,1,207,2592,f,1,1,t,1,t,2,1,1,1,1,0,0,0,2,t,6,no,33
178316979,300,59,2,179,975,f,18,18,t,1,t,8,2,3,4,3,30,60,90,40,t,5,yes,34
229338456,300,13,6,157,708,f,6,6,t,1,f,6,2,3,6,3.666666667,20,48,78,10,t,3,no,33
5216996,302,12,1,323,2817,t,2,2,t,1,t,5,2,2,2,2,0,18,48,2,f,6,no,31
224859198,304,1,39,237,735,f,39,39,t,1,f,8,2,3,4,3,23,50,80,1,t,4,no,34
263119776,309,3,2,0,542,f,2,2,t,1,f,5,2,0,2,1.333333333,0,0,0,1,t,6,yes,20
49599140,325,54,1,90,1817,t,2,2,t,1,t,4,2,2,2,2,29,59,87,13,f,7,yes,45
10192110,325,2,19,17,2547,f,22,22,t,1,t,7,2,2,3,2.333333333,17,17,17,2,f,7,yes,28
79174,325,0,1,0,3930,f,1,1,t,1,t,4,1,1,3,1.666666667,0,0,0,0,f,9,yes,19
269792232,325,1,1,363,512,f,0,0,t,1,f,3,1,1,1,1,28,58,88,0,f,2,no,11
