host_id,price,number_of_reviews,calculated_host_listings_count,availability_365,host_since_days,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,,host_identity_verified,accommodates,bathrooms,bedrooms,beds,avg_rm,availability_30,availability_60,availability_90,number_of_reviews_ltm,instant_bookable,NumberOfVerfication,govermentIdentification,numberofamentities
8336938,363,3,34,198,2638,t,40,40,t,1,f,6,2,2,2,2,0,8,12,1,t,8,yes,41
5436910,369,31,10,0,2802,f,14,14,t,1,f,9,2,3,5,3.333333333,0,0,0,0,f,8,yes,44
56708776,379,49,4,0,1748,t,4,4,t,1,t,7,25,2,5,10.66666667,0,0,0,19,f,4,no,41
79904708,386,11,8,14,1601,f,8,8,t,1,f,16,4,6,6,5.333333333,1,1,1,8,t,8,yes,53
23925359,395,87,2,141,2185,t,1,1,t,1,t,16,3,5,9,5.666666667,19,49,79,22,f,8,no,54
26712243,400,51,1,238,2117,t,2,2,t,1,t,12,3,4,8,5,19,24,26,6,f,4,no,55
37437410,400,0,1,0,1959,f,1,1,t,1,f,6,2,3,3,2.666666667,0,0,0,0,f,2,no,12
79904708,400,11,8,47,1601,f,8,8,t,1,f,16,4,6,9,6.333333333,0,0,0,8,t,8,yes,51
22116434,475,10,1,204,2231,f,1,1,t,1,t,8,2,4,3,3,0,0,24,0,f,4,no,53
12323470,475,0,1,0,2460,f,1,1,t,1,t,4,2,2,2,2,0,0,0,0,f,5,no,20
56708776,495,0,4,327,1748,t,4,4,t,1,t,5,25,2,3,10,0,22,52,0,f,4,no,45
114838819,500,8,19,325,1377,f,20,20,t,1,f,6,25,3,4,10.66666667,4,29,56,8,f,3,no,22
218471172,500,3,2,69,772,t,1,1,t,1,f,10,2,4,7,4.333333333,9,39,69,3,f,5,yes,28
17547191,500,0,1,365,2325,f,4,4,t,1,t,6,1,3,3,2.333333333,30,60,90,0,f,6,no,19
50603993,505,0,32,52,1804,f,35,35,t,1,t,7,2,3,4,3,30,52,52,0,t,4,no,29
98465862,55,0,1,110,1498,f,1,1,t,1,f,2,1,1,1,1,0,0,20,0,f,9,yes,13
11212560,550,0,6,0,2497,t,5,5,t,1,f,12,3,5,6,4.666666667,0,0,0,0,t,6,yes,35
88168913,595,0,171,344,1560,t,173,173,t,1,t,8,2,3,6,3.666666667,23,48,69,0,t,9,no,43
1200386,60,88,2,132,3338,t,3,3,t,1,t,3,1,1,2,1.333333333,0,26,48,65,f,5,no,38
229095817,60,7,12,76,709,f,439,439,t,1,f,2,1,1,1,1,16,46,76,7,f,3,no,24
12568111,600,0,5,365,2452,t,62,62,t,1,f,6,1,1,2,1.333333333,30,60,90,0,f,6,yes,22
49527906,68,180,1,318,1818,f,2,2,t,1,f,2,1,1,1,1,6,32,62,56,t,8,yes,28
126493171,69,47,1,74,1304,f,1,1,t,1,f,3,1,1,2,1.333333333,14,44,74,36,f,3,no,20
344247870,71,8,1,89,207,f,0,0,t,1,f,4,1,2,2,1.666666667,29,59,89,8,f,6,yes,22
215746618,72,57,14,2,788,f,19,19,t,1,f,4,1,1,1,1,0,2,2,31,f,6,yes,29
42059734,75,1,1,0,1911,f,1,1,t,1,f,2,1,0,1,0.666666667,0,0,0,0,f,4,no,16
135858375,75,90,1,0,1242,t,1,1,t,1,t,2,1,1,1,1,0,0,0,26,t,5,yes,29
13002578,75,2,1,0,2439,f,1,1,t,1,t,2,0,0,1,0.333333333,0,0,0,0,f,8,yes,3
62101646,75,80,2,27,1710,t,3,3,t,1,t,2,1,0,1,0.666666667,3,3,27,17,f,5,no,27
61981808,75,3,1,0,1711,f,1,1,t,1,f,3,1,1,1,1,0,0,0,0,f,3,no,24
15873541,75,65,1,0,2366,t,1,1,t,1,t,2,1,0,1,0.666666667,0,0,0,36,t,8,yes,26
120798235,75,104,1,248,1339,t,0,0,t,1,f,4,1,2,2,1.666666667,4,15,32,104,t,7,yes,30
310763031,75,30,1,37,359,t,1,1,t,1,f,4,1,1,2,1.333333333,2,13,37,30,t,4,yes,32
32854931,750,20,1,270,2016,f,1,1,t,1,t,10,45,5,12,20.66666667,2,2,26,0,f,4,no,47
27287780,750,10,2,314,2107,t,3,3,t,1,f,12,5,5,8,6,11,35,65,3,f,3,no,38
39708964,77,0,1,55,1935,f,1,1,t,1,f,2,15,1,2,6,4,25,55,0,f,7,yes,13
115679162,78,122,1,40,1372,t,1,1,t,1,f,2,1,1,1,1,0,10,40,28,t,3,no,38
35004952,79,135,3,174,1988,t,5,5,t,1,f,3,1,0,2,1,24,54,84,35,f,6,yes,29
215746618,79,54,14,67,788,f,19,19,t,1,f,2,1,1,1,1,10,37,67,23,f,6,yes,30
15698190,80,82,3,19,2369,t,2,2,t,1,t,2,1,0,1,0.666666667,2,2,2,35,f,4,no,34
287818750,80,0,1,329,449,f,0,0,t,1,f,4,1,0,1,0.666666667,0,24,54,0,f,3,yes,16
6211113,84,276,1,253,2750,t,2,2,t,1,t,2,1,0,1,0.666666667,4,4,11,25,f,4,no,33
22863240,84,187,5,1,2213,t,5,5,t,1,t,3,1,1,1,1,0,0,1,38,f,4,no,34
3721400,85,11,1,0,2964,f,1,1,t,1,t,3,1,1,1,1,0,0,0,0,t,5,no,13
198225854,85,0,1,89,870,f,2,2,t,1,f,4,1,2,1,1.333333333,29,59,89,0,f,2,no,33
75113017,87,35,5,53,1626,f,10,10,t,1,t,2,1,1,1,1,13,23,53,15,f,7,yes,39
1093720,87,0,1,0,3361,f,2,2,t,1,t,1,1,1,1,1,0,0,0,0,f,6,no,21
5030078,88,216,1,334,2832,t,1,1,t,1,t,2,1,1,1,1,9,33,59,48,t,5,no,31
10644072,89,420,2,315,2524,t,2,2,t,1,t,2,15,1,1,5.666666667,4,13,40,53,f,5,no,40
28481444,89,276,1,83,2084,t,2,2,t,1,t,4,1,0,3,1.333333333,23,53,83,49,t,5,no,37
796593,89,6,13,293,3414,f,18,18,t,1,t,4,1,1,2,1.333333333,0,0,18,2,t,6,yes,40
215746618,89,64,14,53,788,f,19,19,t,1,f,4,1,1,1,1,14,26,53,26,f,6,yes,32
5436910,89,0,10,28,2802,f,14,14,t,1,f,4,1,2,3,2,22,28,28,0,f,8,yes,36
54102373,900,1,1,146,1768,f,1,1,t,1,t,10,2,3,4,3,0,26,56,1,t,5,no,32
304350388,93,1,1,83,385,f,0,0,t,1,f,2,1,1,2,1.333333333,0,0,0,1,f,5,yes,30
466847,95,47,1,82,3518,f,7,7,t,1,t,4,2,2,2,2,0,0,0,3,t,7,yes,34
62101646,95,105,2,50,1710,t,3,3,t,1,t,2,1,1,1,1,4,20,50,25,f,5,no,32
6934650,95,5,7,1,2706,t,7,7,t,1,t,1,1,0,0,0.333333333,1,1,1,4,f,4,no,30
57066133,95,44,8,323,1746,t,7,7,t,1,f,2,1,0,1,0.666666667,9,35,65,28,t,4,no,33
166910231,95,47,1,218,1037,t,1,1,t,1,f,4,1,1,2,1.333333333,15,36,66,42,t,2,no,40
177489660,95,4,5,219,979,f,48,48,t,1,t,4,1,2,3,2,9,32,62,4,t,3,no,28
177489660,95,5,5,239,979,f,48,48,t,1,t,2,1,1,1,1,22,52,82,5,t,3,no,29
177489660,95,16,5,268,979,f,48,48,t,1,t,3,1,2,2,1.666666667,21,51,81,16,t,3,no,29
177489660,95,15,5,228,979,f,48,48,t,1,t,5,2,3,4,3,18,48,78,15,t,3,no,29
97134324,95,5,1,243,1506,f,0,0,t,1,f,3,1,0,2,1,3,33,63,5,f,3,no,18
15312652,97,350,4,73,2379,t,5,5,t,1,t,4,1,2,2,1.666666667,13,43,73,63,f,6,no,39
5436910,98,201,10,39,2802,f,14,14,t,1,f,4,1,2,3,2,21,39,39,26,f,8,yes,38
136985372,98,106,1,238,1236,t,1,1,t,1,t,2,1,1,1,1,6,19,33,29,f,7,yes,37
238128847,98,71,4,0,661,f,4,4,t,1,f,4,1,1,2,1.333333333,0,0,0,44,f,6,yes,21
16147089,99,287,1,0,2359,t,1,1,t,1,f,2,1,0,2,1,0,0,0,39,f,4,no,47
20331963,99,124,1,12,2276,t,1,1,t,1,t,4,1,0,0,0.333333333,12,12,12,15,f,6,no,45
22007860,99,281,2,6,2234,t,2,2,t,1,t,4,1,2,3,2,0,6,6,39,t,9,yes,40
22007860,99,260,2,141,2234,t,2,2,t,1,t,3,1,0,1,0.666666667,0,21,51,44,t,9,yes,48
11315693,99,50,7,326,2493,f,11,11,t,1,t,3,1,1,2,1.333333333,0,21,51,11,t,8,yes,38
126797466,99,106,1,0,1302,t,2,2,t,1,t,3,1,0,2,1,0,0,0,22,t,8,yes,26
8352733,99,16,1,0,2638,f,1,1,t,1,t,2,1,1,1,1,0,0,0,0,f,6,no,32
128312500,99,2,3,365,1291,f,1,1,t,1,f,2,1,0,1,0.666666667,30,60,90,0,f,4,no,15
40442827,200,4,4,0,1928,t,4,4,t,1,t,10,3,4,7,4.666666667,0,0,0,0,t,6,yes,29
8735628,1800,0,28,0,2621,t,33,33,t,1,f,4,2,2,2,2,0,0,0,0,t,7,yes,23
8735628,1800,0,28,0,2621,t,33,33,t,1,f,4,2,0,2,1.333333333,0,0,0,0,t,7,yes,19
4660418,100,1,2,18,2863,f,0,0,t,1,t,2,15,1,1,5.666666667,18,18,18,1,f,5,no,26
1029866,100,4,1,240,3364,t,2,2,t,1,t,4,15,2,2,6.333333333,0,25,31,2,f,4,no,17
22355348,101,4,3,353,2225,f,4,4,t,1,t,4,1,1,1,1,30,58,85,4,f,5,no,15
29286398,106,0,70,363,2071,f,59,59,t,1,t,2,1,1,1,1,28,58,88,0,f,5,no,33
103188748,107,30,1,88,1463,f,1,1,t,1,t,3,1,0,1,0.666666667,28,58,88,0,f,5,yes,23
94209119,109,70,3,255,1526,f,3,3,t,1,f,2,1,1,1,1,0,0,0,36,f,4,no,19
69522104,109,2,1,290,1658,t,2,2,t,1,t,2,1,1,1,1,0,0,27,1,f,6,yes,31
41102516,110,7,1,244,1921,t,2,2,t,1,f,4,2,2,2,2,7,23,53,2,f,8,yes,39
10192110,110,3,19,0,2547,f,22,22,t,1,t,4,1,1,1,1,0,0,0,3,t,7,yes,33
10192110,110,1,19,38,2547,f,22,22,t,1,t,4,1,1,1,1,30,38,38,1,f,7,yes,33
38256467,118,69,5,361,1950,f,5,5,t,1,f,3,1,1,1,1,30,60,86,32,f,6,yes,36
49779072,119,256,1,306,1815,f,2,2,t,1,f,6,1,1,1,1,14,41,61,60,t,8,yes,39
38256467,119,11,5,360,1950,f,5,5,t,1,f,3,1,1,1,1,25,55,85,11,f,6,yes,35
35661214,119,0,15,177,1980,f,51,51,t,1,t,4,1,1,1,1,0,0,0,0,f,6,yes,20
92259623,120,7,9,352,1537,f,50,50,t,1,f,4,1,1,2,1.333333333,24,52,77,5,t,7,yes,35
10192110,120,4,19,0,2547,f,22,22,t,1,t,5,1,2,2,1.666666667,0,0,0,3,t,7,yes,23
29286398,125,0,70,363,2071,f,59,59,t,1,t,2,1,1,1,1,28,58,88,0,f,5,no,28
296137941,125,1,4,117,421,f,0,0,t,1,f,2,1,1,1,1,0,0,27,1,t,3,no,18
166034566,129,76,10,180,1042,f,11,11,t,1,t,5,1,0,3,1.333333333,30,60,90,48,t,8,yes,23
257268090,129,2,3,79,570,f,2,2,t,1,f,4,1,1,2,1.333333333,21,47,77,2,t,6,yes,35
8534462,130,1,109,67,2631,f,1081,1081,t,1,t,2,1,0,1,0.666666667,27,57,67,1,t,9,yes,17
8534462,130,0,109,28,2631,f,1081,1081,t,1,t,2,1,0,1,0.666666667,5,27,28,0,t,9,yes,17
8534462,130,2,109,45,2631,f,1081,1081,t,1,t,2,1,0,1,0.666666667,11,41,45,1,t,9,yes,17
8534462,130,0,109,0,2631,f,1081,1081,t,1,t,2,1,0,1,0.666666667,0,0,0,0,t,9,yes,16
8534462,130,0,109,0,2631,f,1081,1081,t,1,t,2,1,0,1,0.666666667,0,0,0,0,t,9,yes,16
29286398,138,0,70,363,2071,f,59,59,t,1,t,4,2,2,2,2,28,58,88,0,f,5,no,22
187151611,139,0,1,0,927,f,2,2,t,1,f,3,1,0,1,0.666666667,0,0,0,0,t,6,yes,16
24349854,139,4,15,38,2173,f,29,29,t,1,t,3,1,0,1,0.666666667,25,31,38,4,t,5,no,20
24349854,139,5,15,37,2173,f,29,29,t,1,t,3,1,0,1,0.666666667,24,30,37,5,t,5,no,21
24349854,139,5,15,31,2173,f,29,29,t,1,t,3,1,0,1,0.666666667,25,31,31,5,t,5,no,23
24349854,139,2,15,38,2173,f,29,29,t,1,t,3,1,0,1,0.666666667,25,31,38,2,t,5,no,22
35661214,139,0,15,207,1980,f,51,51,t,1,t,4,1,1,1,1,0,0,0,0,f,6,yes,21
35661214,139,0,15,365,1980,f,51,51,t,1,t,4,1,1,1,1,30,60,90,0,f,6,yes,20
10515275,140,27,1,1,2530,t,1,1,t,1,f,2,1,1,1,1,0,0,0,8,f,8,yes,25
1457673,140,1,13,330,3270,f,14,14,t,1,t,4,2,2,2,2,0,25,55,1,t,7,no,41
29286398,141,0,70,299,2071,f,59,59,t,1,t,4,2,2,2,2,0,0,24,0,f,5,no,17
1457673,143,2,13,312,3270,f,14,14,t,1,t,4,2,2,2,2,0,7,37,0,t,7,no,44
35661214,145,6,15,357,1980,f,51,51,t,1,t,6,1,1,2,1.333333333,23,52,82,6,t,6,yes,38
24349854,145,6,15,23,2173,f,29,29,t,1,t,4,1,1,0,0.666666667,19,23,23,6,t,5,no,33
94209119,149,5,3,265,1526,f,3,3,t,1,f,4,1,1,2,1.333333333,0,0,0,2,f,4,no,17
319003315,149,23,8,267,329,f,8,8,t,1,t,3,1,0,1,0.666666667,30,60,90,23,f,6,yes,30
63147971,149,7,1,263,1703,t,0,0,t,1,f,2,1,,,1,25,55,83,7,t,8,yes,26
92259623,150,16,9,358,1537,f,50,50,t,1,f,6,1,1,2,1.333333333,30,60,90,12,t,7,yes,38
229114573,150,4,1,61,709,t,1,1,t,1,f,4,2,2,2,2,5,24,54,3,f,4,yes,24
24349854,150,5,15,30,2173,f,29,29,t,1,t,4,1,1,1,1,24,30,30,5,t,5,no,20
92259623,151,8,9,364,1537,f,50,50,t,1,f,4,1,1,0,0.666666667,29,59,89,1,t,7,yes,24
246447410,154,14,5,84,621,f,6,6,t,1,f,5,1,2,3,2,24,54,84,11,t,6,yes,27
246447410,154,22,5,70,621,f,6,6,t,1,f,5,1,2,3,2,10,40,70,16,f,6,yes,26
246447410,154,13,5,32,621,f,6,6,t,1,f,3,1,0,2,1,0,4,32,10,t,6,yes,27
246447410,154,35,5,86,621,f,6,6,t,1,f,4,1,1,1,1,26,56,86,33,t,6,yes,32
92259623,155,109,9,365,1537,f,50,50,t,1,f,6,1,1,2,1.333333333,30,60,90,2,t,7,yes,36
92259623,155,108,9,353,1537,f,50,50,t,1,f,6,1,1,1,1,18,48,78,9,t,7,yes,38
8534462,159,2,109,48,2631,f,1081,1081,t,1,t,2,1,1,1,1,8,38,48,0,t,9,yes,17
8534462,159,0,109,42,2631,f,1081,1081,t,1,t,2,1,1,1,1,7,37,42,0,t,9,yes,17
8534462,159,0,109,70,2631,f,1081,1081,t,1,t,2,1,1,1,1,30,60,70,0,t,9,yes,17
8534462,159,1,109,27,2631,f,1081,1081,t,1,t,2,1,1,1,1,0,23,27,0,t,9,yes,17
8534462,159,0,109,71,2631,f,1081,1081,t,1,t,2,1,1,1,1,30,60,71,0,t,9,yes,17
8534462,159,1,109,61,2631,f,1081,1081,t,1,t,2,1,1,1,1,25,54,61,0,t,9,yes,17
8534462,159,0,109,0,2631,f,1081,1081,t,1,t,2,1,1,1,1,0,0,0,0,t,9,yes,17
8534462,159,0,109,0,2631,f,1081,1081,t,1,t,2,1,1,1,1,0,0,0,0,t,9,yes,17
8534462,159,0,109,0,2631,f,1081,1081,t,1,t,2,1,1,1,1,0,0,0,0,t,9,yes,17
8534462,159,0,109,65,2631,f,1081,1081,t,1,t,2,1,1,1,1,30,60,65,0,t,9,yes,17
8534462,159,1,109,0,2631,f,1081,1081,t,1,t,2,1,1,1,1,0,0,0,1,t,9,yes,17
8534462,159,0,109,0,2631,f,1081,1081,t,1,t,2,1,1,1,1,0,0,0,0,t,9,yes,16
71872719,165,149,14,305,1644,t,16,16,t,1,t,5,1,2,3,2,8,35,50,12,t,5,no,40
48648831,166,11,2,97,1829,f,2,2,t,1,t,3,2,2,2,2,30,60,90,0,t,9,no,17
70760110,171,27,2,66,1650,f,3,3,t,1,t,3,2,2,3,2.333333333,30,60,66,0,t,6,no,21
29286398,172,0,70,363,2071,f,59,59,t,1,t,4,25,2,2,9.666666667,28,58,88,0,f,5,no,35
35517115,175,0,1,0,1982,f,1,1,t,1,t,5,1,0,3,1.333333333,0,0,0,0,t,4,no,11
71872719,178,43,14,334,1644,t,16,16,t,1,t,4,1,2,4,2.333333333,18,48,74,30,t,5,no,45
166034566,179,114,10,173,1042,f,11,11,t,1,t,6,1,1,1,1,23,53,83,84,t,8,yes,33
29286398,179,0,70,179,2071,f,59,59,t,1,t,4,2,2,2,2,29,59,89,0,f,5,no,36
10192110,179,0,19,0,2547,f,22,22,t,1,t,4,1,1,1,1,0,0,0,0,f,7,yes,44
109790416,180,95,2,0,1408,f,2,2,t,1,f,8,1,2,4,2.333333333,0,0,0,24,t,9,yes,17
35661214,180,29,15,365,1980,f,51,51,t,1,t,4,1,1,1,1,30,60,90,15,t,6,yes,30
29286398,185,0,70,289,2071,f,59,59,t,1,t,4,2,2,2,2,5,5,14,0,f,5,no,35
78382737,195,48,1,0,1608,f,1,1,t,1,f,2,1,1,1,1,0,0,0,0,t,7,yes,25
29286398,196,0,70,302,2071,f,59,59,t,1,t,4,25,2,2,9.666666667,28,34,34,0,f,5,no,34
38179485,198,0,1,6,1951,t,2,2,t,1,t,2,1,1,1,1,6,6,6,0,f,6,no,13
71872719,199,161,14,299,1644,t,16,16,t,1,t,5,1,2,4,2.333333333,17,41,65,17,t,5,no,43
72819083,199,61,1,179,1638,t,9,9,t,1,t,6,1,1,1,1,30,60,89,27,t,7,yes,36
166034566,199,77,10,173,1042,f,11,11,t,1,t,12,1,0,3,1.333333333,23,53,83,45,t,8,yes,35
122980628,199,0,1,184,1325,f,1,1,t,1,f,2,2,2,2,2,23,53,83,0,f,2,no,22
69233720,2500,0,1,90,1660,f,0,0,t,1,f,2,1,1,2,1.333333333,30,60,90,0,t,2,no,17
24627878,200,0,1,0,2166,f,1,1,t,1,t,1,1,0,1,0.666666667,0,0,0,0,f,6,yes,11
89272342,200,36,2,66,1554,f,1,1,t,1,f,4,2,2,3,2.333333333,30,60,66,0,t,3,no,30
89272342,200,10,2,0,1554,f,1,1,t,1,f,6,1,2,4,2.333333333,0,0,0,5,t,3,no,29
109784362,200,37,1,0,1408,f,1,1,t,1,t,3,2,2,2,2,0,0,0,0,t,6,yes,26
128954225,200,16,1,0,1287,f,1,1,t,1,f,6,1,1,3,1.666666667,0,0,0,0,t,3,no,28
125286291,200,0,1,3,1311,f,8,8,t,1,f,4,2,2,2,2,3,3,3,0,f,9,yes,21
70760110,200,5,2,0,1650,f,3,3,t,1,t,4,2,2,3,2.333333333,0,0,0,2,t,6,no,26
128057714,200,18,2,354,1293,f,2,2,t,1,t,12,25,2,7,11.33333333,27,54,84,0,f,8,yes,38
104691239,200,104,9,154,1452,f,9,9,t,1,f,7,2,3,3,2.666666667,27,57,87,36,t,2,no,34
246447410,200,9,5,71,621,f,6,6,t,1,f,8,1,2,7,3.333333333,4,34,64,8,f,6,yes,32
4660418,200,0,2,0,2863,f,0,0,t,1,t,4,15,2,2,6.333333333,0,0,0,0,f,5,no,26
4656446,207,98,22,61,2863,t,188,188,t,1,f,5,2,2,2,2,1,31,61,18,f,8,yes,42
29286398,213,0,70,323,2071,f,59,59,t,1,t,4,25,2,1,9.333333333,0,18,48,0,f,5,no,19
34205052,215,5,1,0,1998,f,1,1,t,1,t,2,1,0,1,0.666666667,0,0,0,0,t,4,no,13
70761241,215,34,1,0,1650,f,8,8,t,1,f,4,2,2,2,2,0,0,0,0,t,7,yes,22
89368090,220,85,1,180,1554,f,0,0,t,1,f,3,2,2,2,2,30,60,90,0,t,8,yes,21
24349854,228,9,15,26,2173,f,29,29,t,1,t,3,1,0,1,0.666666667,20,26,26,9,t,5,no,22
8534462,240,5,109,0,2631,f,1081,1081,t,1,t,4,2,2,2,2,0,0,0,1,t,9,yes,22
28308894,250,4,1,0,2088,f,1,1,t,1,t,4,1,1,1,1,0,0,0,0,f,6,no,24
10626300,250,42,2,0,2524,f,2,2,t,1,f,6,2,2,4,2.666666667,0,0,0,0,f,9,yes,24
9911024,250,7,3,365,2560,t,5,5,t,1,t,4,1,0,1,0.666666667,30,60,90,1,f,9,yes,17
18584663,250,1,1,178,2306,f,0,0,t,1,f,5,2,2,2,2,28,58,88,1,f,2,no,29
206500947,275,11,12,83,835,t,13,13,t,1,t,6,2,2,2,2,23,53,83,11,t,6,yes,46
1800086,295,0,1,0,3185,f,1,1,t,1,t,3,1,1,1,1,0,0,0,0,f,4,no,14
71872719,299,69,14,296,1644,t,16,16,t,1,t,5,2,2,4,2.666666667,18,36,60,31,t,5,no,48
39199041,299,0,1,0,1940,f,1,1,t,1,t,6,1,1,3,1.666666667,0,0,0,0,t,6,no,27
113472947,299,20,31,1,1385,f,42,42,t,1,f,8,15,2,2,6.333333333,1,1,1,20,t,9,yes,25
113472947,299,33,31,270,1385,f,42,42,t,1,f,6,1,0,2,1,30,60,90,33,t,9,yes,33
113472947,299,26,31,266,1385,f,42,42,t,1,f,8,1,1,1,1,26,56,86,26,t,9,yes,36
113472947,299,18,31,0,1385,f,42,42,t,1,f,8,1,1,3,1.666666667,0,0,0,18,t,9,yes,32
113472947,299,9,31,4,1385,f,42,42,t,1,f,6,1,1,1,1,4,4,4,9,t,9,yes,31
33060845,300,11,1,302,2013,f,1,1,t,1,t,4,25,3,3,10.33333333,6,6,27,0,f,5,no,38
128057714,300,23,2,352,1293,f,2,2,t,1,t,12,25,2,7,11.33333333,25,52,82,9,f,8,yes,37
17128423,350,3,1,0,2335,f,1,1,t,1,t,4,2,2,2,2,0,0,0,0,f,7,yes,14
18709115,350,0,1,0,2304,f,1,1,t,1,f,2,1,0,1,0.666666667,0,0,0,0,t,7,yes,21
10660778,350,0,1,58,2523,f,2,2,t,1,f,6,2,2,2,2,24,24,24,0,f,3,no,20
104691239,350,10,9,154,1452,f,9,9,t,1,f,7,2,3,5,3.333333333,27,57,87,10,t,2,no,35
16912042,375,13,9,357,2340,f,8,8,t,1,f,14,2,4,8,4.666666667,28,58,88,13,f,8,yes,56
157179975,400,1,1,362,1106,f,1,1,t,1,f,4,1,1,1,1,27,57,87,0,t,6,yes,18
6987064,400,7,1,0,2704,f,1,1,t,1,t,5,2,2,2,2,0,0,0,6,t,6,no,29
150448770,50,2,1,161,1156,f,1,1,t,1,f,3,1,1,1,1,11,41,71,2,t,9,yes,16
35606407,500,1,1,0,1980,f,1,1,t,1,f,5,25,2,2,9.666666667,0,0,0,0,f,6,yes,14
9831729,500,0,1,0,2564,f,1,1,t,1,t,4,1,1,1,1,0,0,0,0,f,4,no,20
275364887,514,1,1,0,490,f,1,1,t,1,f,6,15,2,2,6.333333333,0,0,0,0,t,6,yes,15
76899763,60,148,1,21,1616,f,2,2,t,1,f,6,1,1,3,1.666666667,17,17,21,40,t,3,no,33
126550889,600,0,1,0,1303,f,1,1,t,1,f,2,1,0,1,0.666666667,0,0,0,0,f,3,no,12
12485783,750,0,1,0,2455,f,1,1,t,1,f,4,1,0,1,0.666666667,0,0,0,0,t,8,yes,10
153559499,78,51,2,15,1133,t,5,5,t,1,t,4,1,1,2,1.333333333,9,15,15,51,f,8,yes,37
24349854,85,7,15,34,2173,f,29,29,t,1,t,2,1,0,1,0.666666667,21,27,34,7,t,5,no,31
3285020,90,16,1,276,3010,f,3,3,t,1,t,7,2,2,3,2.333333333,4,22,22,2,f,4,no,24
356230745,91,0,1,333,122,f,1,1,t,1,f,3,1,1,1,1,4,28,58,0,t,5,yes,20
64897148,95,24,1,0,1689,f,1,1,t,1,f,4,1,1,2,1.333333333,0,0,0,0,t,8,yes,32
37408526,97,48,1,83,1959,f,1,1,t,1,t,4,1,1,2,1.333333333,23,53,83,0,f,5,no,24
10983526,99,66,1,6,2505,t,1,1,t,1,t,3,1,1,1,1,6,6,6,23,f,4,no,40
38256467,99,0,5,346,1950,f,5,5,t,1,f,3,1,1,1,1,26,54,76,0,f,6,yes,36
38256467,99,1,5,337,1950,f,5,5,t,1,f,3,1,1,1,1,2,32,62,1,f,6,yes,36
38256467,99,1,5,359,1950,f,5,5,t,1,f,3,1,1,1,1,30,60,90,1,f,6,yes,36
18118975,100,5,2,0,2313,t,2,2,t,1,t,5,1,1,2,1.333333333,0,0,0,2,f,8,no,38
183012441,100,37,2,0,950,t,2,2,t,1,f,3,1,1,2,1.333333333,0,0,0,6,f,5,yes,32
274642264,109,10,1,171,493,t,2,2,t,1,f,10,2,3,4,3,26,56,86,10,t,2,no,34
214939815,110,116,1,321,792,f,1,1,t,1,f,4,1,2,2,1.666666667,4,31,61,45,t,4,yes,33
251230479,115,12,4,74,597,t,6,6,t,1,f,2,1,1,1,1,15,45,74,4,t,4,yes,30
264755200,117,5,1,79,534,f,0,0,t,1,f,6,1,1,9,3.666666667,20,50,79,5,t,2,no,37
654259,119,102,1,0,3452,t,3,3,t,1,t,4,15,2,2,6.333333333,0,0,0,85,t,9,yes,39
36483772,123,35,6,89,1970,t,6,6,t,1,t,2,1,1,1,1,30,60,89,6,t,9,yes,36
80991017,125,27,2,0,1596,t,2,2,t,1,t,4,1,2,3,2,0,0,0,18,f,7,yes,38
240297348,135,39,1,102,651,f,1,1,t,1,f,4,1,2,2,1.666666667,0,0,17,20,t,6,yes,29
18007754,145,34,1,255,2315,t,1,1,t,1,f,6,1,2,2,1.666666667,15,45,75,29,t,2,no,43
1188065,146,89,4,144,3341,t,6,6,t,1,t,8,1,3,6,3.333333333,6,30,55,31,f,7,yes,37
18933991,150,165,2,330,2301,f,2,2,t,1,f,4,1,1,3,1.666666667,3,27,57,28,f,8,yes,24
34981158,155,43,1,0,1988,f,1,1,t,1,f,6,2,2,3,2.333333333,0,0,0,5,f,2,no,25
297071087,159,44,1,351,417,t,1,1,t,1,f,12,2,4,9,5,16,46,76,44,f,4,yes,37
31991928,160,4,5,80,2027,f,12,12,t,1,f,8,1,3,5,3,21,51,80,4,t,6,yes,18
222085133,160,0,3,0,752,f,2,2,t,1,f,5,1,2,2,1.666666667,0,0,0,0,t,4,yes,18
108568529,170,39,1,337,1417,t,1,1,t,1,f,6,1,3,4,2.666666667,3,33,63,24,t,3,no,37
4870449,179,55,9,348,2846,f,28,28,t,1,t,16,1,2,8,3.666666667,20,48,73,19,t,5,no,30
4870449,179,14,9,348,2846,f,28,28,t,1,t,16,1,2,5,2.666666667,20,48,73,14,t,5,no,33
4870449,179,9,9,337,2846,f,28,28,t,1,t,16,2,3,5,3.333333333,15,42,68,9,t,5,no,29
23269075,187,106,1,110,2202,t,1,1,t,1,t,9,2,3,5,3.333333333,12,29,54,45,f,4,no,32
18933991,189,252,2,315,2301,f,2,2,t,1,f,9,3,3,7,4.333333333,6,22,46,37,f,8,yes,35
192369667,189,101,1,109,898,t,1,1,t,1,f,10,2,4,8,4.666666667,14,42,72,34,t,6,yes,37
222085133,198,5,3,50,752,f,2,2,t,1,f,8,2,2,2,2,28,50,50,5,t,4,yes,33
18118975,200,53,2,44,2313,t,2,2,t,1,t,2,1,1,1,1,0,15,44,19,f,8,no,36
42795986,200,89,5,89,1903,f,5,5,t,1,t,6,1,2,3,2,30,60,89,33,t,9,yes,37
