host_id,price,number_of_reviews,calculated_host_listings_count,availability_365,host_since_days,host_is_superhost,host_total_listings_count,host_has_profile_pic,host_identity_verified,accommodates,bathrooms,bedrooms,beds,avg_rm,availability_30,availability_60,availability_90,number_of_reviews_ltm,instant_bookable,NumberOfVerfication,govermentIdentification,numberofamentities
114838819,550,74,19,275,1377,f,20,t,f,9,25,4,6,11.66666667,12,27,54,20,f,3,no,22
184300811,550,1,1,358,943,f,2,t,f,4,2,3,4,3,23,53,83,0,f,2,no,17
198642240,550,0,1,329,868,f,1,t,f,6,3,3,4,3.333333333,0,24,54,0,f,5,yes,16
287261388,550,0,2,315,451,t,1,t,f,4,2,2,2,2,0,10,40,0,t,4,yes,18
122055416,557,1,166,222,1331,f,376,t,f,10,3,4,5,4,0,0,0,1,t,7,yes,39
122055416,558,5,166,55,1331,f,376,t,f,12,4,5,6,5,0,0,0,1,t,7,yes,36
122055416,559,6,166,267,1331,f,376,t,f,6,3,3,3,3,4,18,42,4,t,7,yes,38
122055416,566,13,166,305,1331,f,376,t,f,14,45,4,10,19.66666667,5,17,33,7,t,7,yes,39
100067582,574,21,17,356,1487,f,123,t,t,8,2,4,5,3.666666667,28,58,81,7,t,6,yes,34
130904349,574,56,47,329,1274,t,239,t,f,12,4,5,6,5,6,30,60,19,t,7,yes,47
27757945,575,31,2,251,2098,t,2,t,t,10,2,4,4,3.333333333,3,11,38,9,t,5,no,43
122055416,583,2,166,304,1331,f,376,t,f,8,2,3,4,3,0,6,36,1,t,7,yes,39
122055416,589,7,166,328,1331,f,376,t,f,10,35,5,6,15.33333333,5,24,54,2,t,7,yes,38
25500054,590,18,3,321,2141,f,4,t,f,16,4,6,8,6,0,20,46,4,f,5,yes,43
5210109,595,3,1,0,2818,f,1,t,t,6,25,3,3,10.33333333,0,0,0,0,f,6,no,15
2955590,595,32,4,308,3041,t,7,t,f,6,35,3,3,13.66666667,14,44,71,21,t,4,no,49
2955590,595,33,4,257,3041,t,7,t,f,8,4,4,4,4,1,1,1,24,t,4,no,53
88168913,595,11,171,21,1560,t,173,t,t,10,25,4,6,11.66666667,13,21,21,9,t,9,no,47
122055416,596,2,166,1,1331,f,376,t,f,12,4,5,5,4.666666667,1,1,1,2,t,7,yes,37
8996667,599,41,2,0,2608,t,2,t,f,5,1,2,3,2,0,0,0,4,t,5,yes,37
38481847,599,57,3,365,1948,t,3,t,t,9,2,4,4,3.333333333,30,60,90,11,f,6,yes,44
39444723,599,115,2,57,1938,t,6,t,f,7,3,3,4,3.333333333,6,29,35,38,f,6,yes,38
122055416,600,9,166,316,1331,f,376,t,f,12,45,5,6,18.66666667,1,17,41,6,t,7,yes,40
235011569,600,5,1,348,675,f,2,f,f,8,5,4,4,4.333333333,13,43,73,2,f,4,yes,36
69498288,600,9,1,74,1658,t,1,t,f,6,3,3,3,3,14,44,74,7,t,6,yes,53
40497909,600,0,1,89,1927,f,1,t,t,6,2,3,3,2.666666667,29,59,89,0,t,5,no,25
79157884,600,1,1,323,1605,f,2,t,t,12,35,3,7,15,0,18,48,1,t,5,no,23
38690778,611,24,83,305,1946,f,87,t,t,14,35,5,6,15.33333333,14,34,59,11,t,8,no,27
122055416,613,3,166,338,1331,f,376,t,f,20,5,7,12,8,21,51,77,3,t,7,yes,38
38690778,633,15,83,4,1946,f,87,t,t,12,4,5,7,5.333333333,4,4,4,4,t,8,no,26
3017970,635,0,84,242,3035,f,86,t,t,12,5,4,7,5.333333333,0,1,1,0,f,9,yes,40
111987545,641,0,31,326,1395,f,56,t,f,12,55,5,5,21.66666667,0,21,51,0,t,6,yes,32
234400615,649,22,1,23,678,t,1,t,f,10,5,5,5,5,0,0,23,15,t,5,yes,55
5112139,65,8,1,0,2826,t,2,t,t,2,1,0,0,0.333333333,0,0,0,7,t,4,no,18
2342941,650,27,1,311,3108,f,1,t,f,10,4,5,5,4.666666667,2,20,50,4,f,3,no,49
59499125,650,6,1,247,1728,f,1,t,f,5,2,3,3,2.666666667,7,37,67,2,f,3,yes,43
30286455,650,23,4,327,2054,t,3,t,f,6,2,2,2,2,0,22,52,9,t,7,yes,52
19989386,650,0,1,0,2283,f,1,t,t,10,4,4,7,5,0,0,0,0,f,5,no,17
64776346,650,15,1,339,1690,f,1,t,t,8,3,4,4,3.666666667,7,34,64,7,t,4,no,18
50320252,650,3,11,338,1808,t,15,t,t,8,25,4,5,11.33333333,3,33,63,0,f,5,no,30
6328293,650,0,1,26,2743,t,2,t,t,8,3,4,5,4,0,0,0,0,f,4,no,36
113421970,650,37,55,207,1386,f,57,t,f,8,25,3,0,9.333333333,0,0,0,5,t,7,yes,24
102640157,650,15,1,181,1468,f,1,t,f,6,3,3,3,3,0,1,11,7,t,3,no,32
126644161,652,0,41,331,1303,f,306,t,f,8,3,4,6,4.333333333,1,26,56,0,t,9,yes,29
122055416,667,5,166,322,1331,f,376,t,f,15,4,6,7,5.666666667,9,26,54,5,t,7,yes,38
34531599,675,0,3,341,1994,t,2,t,t,8,2,3,4,3,6,36,66,0,f,6,no,21
122055416,676,0,166,23,1331,f,376,t,f,9,3,3,4,3.333333333,17,23,23,0,t,7,yes,37
113421970,680,0,55,282,1386,f,57,t,f,12,35,4,7,15.33333333,0,13,13,0,t,7,yes,35
122055416,688,3,166,341,1331,f,376,t,f,14,45,6,8,19.66666667,14,40,67,2,t,7,yes,40
122055416,689,1,166,0,1331,f,376,t,f,5,2,2,4,2.666666667,0,0,0,0,t,7,yes,21
122055416,694,3,166,30,1331,f,376,t,f,10,3,4,6,4.333333333,17,22,22,1,t,7,yes,39
39871644,695,7,1,357,1934,f,1,t,f,6,2,3,3,2.666666667,22,52,82,0,f,3,no,38
9954475,695,88,4,294,2557,f,21,t,f,16,6,5,8,6.333333333,15,45,75,35,f,6,yes,41
38690778,695,15,83,0,1946,f,87,t,t,8,3,4,4,3.666666667,0,0,0,9,t,8,no,28
2955590,695,37,4,199,3041,t,7,t,f,8,3,4,4,3.666666667,16,27,45,22,t,4,no,57
88168913,695,0,171,340,1560,t,173,t,t,6,1,2,3,2,5,35,65,0,t,9,no,42
65776540,698,40,3,182,1683,f,7,t,t,14,45,5,7,19,23,53,83,7,f,7,no,48
1157814,699,122,1,7,3347,f,1,t,t,12,3,5,8,5.333333333,0,0,0,22,t,8,yes,51
34142037,700,4,1,0,1999,f,1,t,t,10,25,4,5,11.33333333,0,0,0,2,t,10,yes,43
23303533,700,0,1,62,2201,f,0,t,f,8,3,5,3,3.666666667,0,0,0,0,f,9,yes,40
259655588,700,1,1,23,559,f,0,t,f,6,2,3,4,3,10,23,23,1,t,3,no,25
122055416,707,11,166,317,1331,f,376,t,f,14,5,6,8,6.333333333,16,38,65,4,t,7,yes,38
122055416,709,0,166,352,1331,f,376,t,f,12,35,5,5,15,17,47,77,0,t,7,yes,33
15523684,717,0,1,360,2374,t,2,t,t,8,35,4,4,14.33333333,25,55,85,0,f,6,no,16
38690778,718,1,83,265,1946,f,87,t,t,8,3,3,4,3.333333333,21,51,81,1,t,8,no,27
38690778,725,25,83,316,1946,f,87,t,t,12,3,5,5,4.333333333,8,38,68,6,t,8,no,25
122055416,732,4,166,318,1331,f,376,t,f,12,35,6,7,16,13,29,50,0,t,7,yes,39
176396986,75,223,3,69,985,t,3,t,t,4,1,2,2,1.666666667,9,39,69,72,t,8,yes,44
154891159,75,170,2,0,1123,t,2,t,f,2,1,1,1,1,0,0,0,62,f,3,no,27
278743852,75,1,1,29,478,f,0,t,f,4,1,0,2,1,0,0,0,1,f,2,no,19
9297489,750,0,1,0,2592,f,1,t,f,6,45,3,3,17,0,0,0,0,f,1,no,16
75400923,750,0,2,0,1624,f,2,t,f,8,25,3,4,10.66666667,0,0,0,0,t,3,no,18
111948371,750,11,1,314,1395,f,1,t,f,10,35,4,4,14.33333333,11,41,71,3,t,3,no,18
38690778,750,7,83,307,1946,f,87,t,t,10,3,3,3,3,10,34,64,6,t,8,no,28
108747929,750,0,1,365,1416,f,1,t,f,6,1,2,3,2,30,60,90,0,f,3,no,20
31318029,750,1,1,83,2037,f,1,t,t,8,3,3,3,3,23,53,83,1,f,5,no,21
139285103,76,12,1,0,1223,f,1,t,f,3,1,1,1,1,0,0,0,2,t,9,yes,16
61549088,788,6,4,338,1714,t,5,t,t,10,35,4,6,15,4,33,63,1,f,6,yes,44
27757945,795,31,2,255,2098,t,2,t,t,13,4,5,5,4.666666667,4,19,49,5,t,5,no,45
50320252,795,19,11,338,1808,t,15,t,t,8,25,4,6,11.66666667,3,33,63,3,f,5,no,40
76881093,795,0,1,0,1616,f,1,t,t,8,55,4,5,21.33333333,0,0,0,0,f,5,no,21
127894360,795,5,1,94,1295,f,1,t,t,8,4,4,4,4,0,0,4,0,f,5,no,24
88168913,795,0,171,299,1560,t,173,t,t,10,3,4,7,4.666666667,17,37,52,0,t,9,no,44
350047322,798,0,1,1,151,f,0,t,f,10,2,3,4,3,1,1,1,0,t,4,yes,13
252692,80,223,2,274,3692,t,5,t,t,4,1,2,3,2,0,15,28,24,f,4,no,39
128170226,80,136,1,158,1293,t,1,t,t,2,1,1,1,1,8,38,68,35,t,7,yes,36
104273626,80,83,1,0,1455,t,1,t,f,3,1,0,2,1,0,0,0,15,f,6,yes,42
79714909,800,1,1,0,1602,f,1,t,f,8,3,4,4,3.666666667,0,0,0,0,f,4,no,22
38690778,820,0,83,275,1946,f,87,t,t,8,3,3,4,3.333333333,21,51,81,0,f,8,no,15
38690778,829,11,83,0,1946,f,87,t,t,14,75,5,8,29.33333333,0,0,0,0,t,8,no,25
38690778,833,23,83,308,1946,f,87,t,t,10,4,4,5,4.333333333,2,26,56,6,t,8,no,26
10874833,85,0,2,0,2511,f,2,t,t,3,15,1,2,6,0,0,0,0,f,6,no,16
991349,85,347,1,0,3373,t,1,t,t,4,1,1,2,1.333333333,0,0,0,17,f,4,no,31
40525347,850,4,1,245,1927,f,1,t,t,8,25,3,3,10.33333333,11,35,65,0,f,5,no,14
81310877,850,51,2,344,1594,f,1,t,t,14,5,6,6,5.666666667,18,48,78,9,f,8,yes,45
121907966,850,13,2,157,1332,t,2,t,f,10,35,4,4,14.33333333,6,36,66,0,f,8,yes,52
63496630,850,0,1,173,1700,f,0,t,f,6,25,3,4,10.66666667,23,53,83,0,f,5,yes,24
190042095,850,2,1,330,910,f,1,t,f,10,35,5,7,15.66666667,9,39,61,0,t,2,no,39
16470512,850,0,1,362,2351,f,0,t,f,6,2,2,3,2.333333333,27,57,87,0,f,2,no,17
353298487,860,0,1,28,132,f,0,t,f,10,3,4,5,4,28,28,28,0,t,6,yes,16
4597113,875,1,1,364,2868,f,2,t,f,9,4,5,5,4.666666667,29,59,89,0,f,3,no,38
164739817,879,1,17,281,1050,f,17,t,f,11,45,4,6,18.33333333,0,16,29,1,t,3,no,41
51099627,880,0,1,0,1798,f,1,t,f,6,45,3,3,17,0,0,0,0,f,8,yes,16
38690778,883,19,83,149,1946,f,87,t,t,12,4,5,7,5.333333333,8,30,57,4,t,8,no,28
50603993,885,8,32,356,1804,f,35,t,t,10,3,3,3,3,21,51,81,8,t,4,no,27
126644161,888,1,41,221,1303,f,306,t,f,12,4,6,9,6.333333333,0,0,0,1,t,9,yes,26
111815158,889,1,18,339,1396,f,411,t,f,8,2,4,5,3.666666667,11,38,68,1,t,4,no,35
35672112,89,8,4,365,1980,t,4,t,f,4,1,0,2,1,30,60,90,1,f,7,yes,35
176396986,89,72,3,22,985,t,3,t,t,2,1,1,1,1,3,22,22,72,t,8,yes,34
88168913,895,5,171,344,1560,t,173,t,t,8,25,3,7,11.66666667,12,39,69,5,t,9,no,44
15248342,899,41,1,317,2380,t,1,t,f,6,35,3,3,13.66666667,10,27,46,15,t,5,yes,55
9015124,90,71,1,116,2607,t,1,t,f,3,1,1,3,1.666666667,0,9,26,44,f,7,yes,31
49390006,90,17,3,146,1820,t,0,t,f,2,1,0,1,0.666666667,10,37,56,17,t,7,yes,33
49232678,900,4,2,168,1822,f,3,t,f,8,65,5,8,26,18,48,78,0,f,7,yes,32
111987545,903,0,31,319,1395,f,56,t,f,10,3,5,5,4.333333333,14,40,70,0,t,6,yes,33
67673236,928,0,4,5,1669,f,2,t,f,6,25,3,3,10.33333333,5,5,5,0,t,2,no,17
171334486,93,115,1,0,1014,t,1,t,f,3,1,1,2,1.333333333,0,0,0,26,f,2,no,34
14064859,950,1,3,336,2409,f,4,t,t,8,4,4,4,4,20,50,80,0,f,7,yes,21
76420102,950,0,1,358,1619,f,1,t,t,10,55,5,6,22,23,53,83,0,f,4,no,17
97826662,950,7,1,84,1501,t,1,t,t,8,35,4,6,15,1,1,1,4,f,6,no,41
113421970,950,41,55,263,1386,f,57,t,f,10,35,4,7,15.33333333,12,32,59,17,t,7,yes,30
25545141,950,0,1,219,2140,f,1,t,f,6,2,3,4,3,0,0,0,0,f,5,yes,37
6433339,950,2,2,0,2736,f,2,t,f,7,45,4,5,18,0,0,0,0,f,7,yes,22
75400923,950,0,2,180,1624,f,2,t,f,8,3,4,5,4,30,60,90,0,t,3,no,15
108171170,950,0,5,297,1421,f,15,t,f,9,35,4,5,14.66666667,0,26,49,0,f,8,yes,34
6558055,950,0,10,268,2729,f,10,t,t,10,4,4,4,4,0,0,0,0,t,6,yes,34
38690778,975,2,83,284,1946,f,87,t,t,10,45,4,6,18.33333333,5,28,56,2,t,8,no,29
10058634,99,25,1,360,2553,f,0,t,f,2,1,1,1,1,25,55,85,0,f,3,no,34
26466768,99,18,6,263,2122,t,11,t,t,2,1,1,1,1,0,24,54,2,f,9,yes,23
24481964,99,305,4,320,2170,t,4,t,t,3,1,0,2,1,2,30,53,49,t,6,yes,27
26466768,99,119,6,335,2122,t,11,t,t,2,1,0,1,0.666666667,20,45,60,29,f,9,yes,36
57131745,99,20,2,78,1745,f,3,t,t,3,1,1,2,1.333333333,0,0,0,13,f,6,yes,25
176396986,99,197,3,62,985,t,3,t,t,4,1,1,2,1.333333333,6,33,62,64,t,8,yes,38
3940527,99,15,1,54,2944,t,2,t,t,4,1,0,0,0.333333333,0,25,54,8,f,6,no,32
226713682,99,2,2,172,723,f,1,t,f,2,1,1,1,1,22,52,82,2,f,2,no,22
164739817,99,25,17,305,1050,f,17,t,f,5,1,1,3,1.666666667,4,12,30,25,t,3,no,25
96802590,995,81,1,282,1508,t,2,t,f,12,4,7,8,6.333333333,6,26,53,24,t,4,no,57
27170631,995,28,2,130,2109,t,8,t,f,12,45,6,7,19.33333333,0,0,29,11,f,6,no,43
27170631,995,23,2,64,2109,t,8,t,f,12,5,5,5,5,0,6,24,20,t,6,no,48
209336757,995,20,1,206,822,f,8,t,f,12,35,5,6,15.33333333,20,50,80,20,f,3,no,32
69297182,999,11,1,351,1659,f,1,t,f,10,55,5,5,21.66666667,16,46,76,0,f,5,yes,25
61434478,999,32,1,353,1715,f,1,t,f,9,25,4,6,11.66666667,18,48,78,5,t,9,yes,51
164739817,999,7,17,332,1050,f,17,t,f,10,5,5,6,5.333333333,11,37,62,0,t,3,no,23
164739817,999,0,17,249,1050,f,17,t,f,10,45,5,5,18.33333333,0,0,0,0,t,3,no,23
38690778,999,1,83,2,1946,f,87,t,t,11,55,5,5,21.66666667,2,2,2,1,t,8,no,24
39870242,100,1,1,0,1934,f,1,t,t,2,1,1,1,1,0,0,0,0,f,4,no,18
70789054,110,3,1,296,1650,t,1,t,t,4,1,2,3,2,0,0,22,3,f,6,no,48
885100,115,17,1,0,3395,t,1,t,t,6,25,3,4,10.66666667,0,0,0,1,f,7,no,33
103293724,120,79,1,218,1462,t,1,t,t,2,1,1,1,1,1,9,39,22,t,8,yes,30
10774284,120,5,1,0,2516,f,2,t,t,6,2,2,4,2.666666667,0,0,0,0,f,7,no,25
130954997,121,3,22,127,1274,f,21,t,f,5,1,2,5,2.666666667,0,8,38,1,f,4,no,48
208311081,130,5,1,137,827,f,2,t,f,4,25,2,3,10,26,56,86,3,f,2,no,20
4656446,131,3,22,0,2863,t,188,t,f,4,1,2,2,1.666666667,0,0,0,2,f,8,yes,32
70566774,140,13,1,0,1652,f,1,t,f,4,25,2,0,9,0,0,0,1,t,3,no,27
252245813,140,8,1,238,592,t,1,t,f,2,15,1,1,5.666666667,1,25,30,6,t,1,no,19
35945682,148,57,1,227,1976,t,2,t,t,6,3,3,4,3.333333333,1,3,3,6,f,9,yes,33
102607334,150,0,2,365,1468,f,3,t,t,5,25,3,3,10.33333333,30,60,90,0,t,5,yes,11
205797944,155,18,1,290,838,f,1,t,f,6,2,2,6,3.333333333,13,27,45,14,f,7,yes,41
25823324,165,25,2,327,2135,f,2,t,t,6,25,3,3,10.33333333,0,23,53,0,f,4,no,29
74731258,180,3,3,285,1627,f,2,t,f,6,2,2,7,3.666666667,0,14,44,2,f,4,yes,30
49653538,183,0,1,270,1817,f,2,t,f,8,25,3,4,10.66666667,0,1,1,0,f,4,no,31
37266924,200,0,1,0,1961,f,1,t,t,4,1,1,1,1,0,0,0,0,t,4,no,9
54401765,200,64,1,213,1766,t,1,t,t,4,2,2,2,2,0,25,55,9,f,5,no,43
100416844,225,4,5,166,1485,t,5,t,t,6,25,3,3,10.33333333,17,47,77,0,t,5,no,46
13006802,249,239,1,251,2439,t,1,t,t,10,25,3,3,10.33333333,12,42,72,49,t,5,no,45
12771037,250,16,1,0,1604,t,1,t,f,2,1,1,1,1,0,0,0,5,f,5,no,49
133802383,390,0,1,364,1255,f,2,t,f,10,25,3,7,11.66666667,30,60,90,0,t,4,yes,14
145856066,40,20,1,233,1187,f,1,t,f,4,2,2,3,2.333333333,0,24,54,3,t,7,yes,35
25823324,67,1,2,224,2135,f,2,t,t,6,25,2,2,9.666666667,0,25,55,1,f,4,no,28
193555279,75,2,1,307,892,t,1,t,f,6,35,3,3,13.66666667,0,2,32,2,f,4,yes,23
3290999,86,21,1,226,3009,t,2,t,f,2,1,1,1,1,0,13,43,5,t,8,yes,41
315896906,95,1,2,330,339,f,0,f,f,2,1,1,2,1.333333333,0,25,55,1,f,4,yes,21
315896906,95,0,2,330,339,f,0,f,f,2,1,1,2,1.333333333,0,25,55,0,f,4,yes,19
35404468,99,8,1,0,1983,t,1,t,t,2,1,1,1,1,0,0,0,3,f,5,no,32
22928708,100,49,1,149,2211,f,1,t,t,7,2,3,3,2.666666667,25,30,30,25,t,6,no,43
76289615,100,4,1,0,1619,f,1,t,t,3,1,1,1,1,0,0,0,0,t,7,yes,37
272490246,140,35,1,0,501,f,1,t,f,10,2,4,6,4,0,0,0,31,f,2,no,41
86937138,150,4,1,118,1566,t,2,t,t,7,2,3,3,2.666666667,0,0,0,4,t,5,no,21
55768103,265,3,1,0,1755,f,1,t,t,10,2,4,3,3,0,0,0,0,t,5,no,30
58406768,300,173,1,120,1736,t,1,t,f,8,2,4,4,3.333333333,2,21,40,78,f,4,yes,53
27747872,325,6,1,1,2098,f,0,t,f,6,2,3,3,2.666666667,1,1,1,6,f,7,yes,38
55196192,400,15,1,0,1760,f,1,t,t,14,3,5,5,4.333333333,0,0,0,0,t,7,no,34
149894995,65,82,1,14,1160,t,1,t,f,3,1,1,1,1,0,0,0,8,f,5,yes,34
209633858,65,3,2,0,820,f,2,t,t,4,1,1,1,1,0,0,0,0,t,6,yes,22
209633858,65,0,2,0,820,f,2,t,t,4,1,1,1,1,0,0,0,0,t,6,yes,23
284341895,65,23,1,309,461,f,0,t,f,4,1,1,1,1,0,15,34,23,f,5,yes,33
67208616,75,1,1,255,1673,f,1,t,f,4,2,2,2,2,12,42,47,1,f,2,no,27
1657906,85,12,1,0,3213,f,1,t,f,2,1,1,1,1,0,0,0,0,f,4,no,8
75820318,97,72,1,157,1622,f,1,t,t,6,2,3,5,3.333333333,29,59,89,0,t,6,no,43
186802926,399,0,3,0,929,f,3,t,f,5,1,1,3,1.666666667,0,0,0,0,t,2,no,18
167814506,60,276,1,331,1033,t,1,t,f,3,1,1,1,1,12,37,65,73,t,7,yes,21
33361484,1500,0,3,162,2009,f,0,t,f,2,1,1,1,1,30,60,72,0,f,6,yes,13
104309976,10000,15,78,1,1454,f,449,t,t,6,25,2,3,10,0,0,1,15,t,9,yes,35
104309976,10000,25,78,15,1454,f,449,t,t,6,2,2,3,2.333333333,0,7,15,25,t,9,yes,35
204326592,100,7,1,0,844,f,1,t,f,4,15,1,1,5.666666667,0,0,0,7,f,4,yes,36
301148911,105,0,1,268,401,f,2,t,f,8,2,2,4,2.666666667,0,0,0,0,f,6,yes,23
288223655,109,18,1,329,448,f,1,t,f,3,1,0,2,1,0,25,55,18,f,3,no,23
298414372,119,1,6,24,412,t,6,t,f,6,1,2,2,1.666666667,0,0,24,1,t,4,yes,36
193372640,125,7,1,114,892,f,1,t,f,3,1,2,2,1.666666667,0,0,25,1,f,2,no,40
197365990,125,59,1,0,874,t,1,t,f,2,1,1,1,1,0,0,0,7,f,6,yes,36
233516940,129,34,1,0,682,t,2,t,f,5,1,2,3,2,0,0,0,34,f,2,no,31
15698190,135,102,3,269,2369,t,2,t,t,6,2,2,4,2.666666667,0,0,0,35,f,4,no,45
167623281,139,60,2,41,1034,t,2,t,t,8,2,2,5,3,25,38,41,37,t,5,yes,32
340701202,144,18,1,1,250,t,1,t,f,8,2,2,4,2.666666667,1,1,1,18,t,6,yes,31
13061708,149,80,4,344,2437,t,5,t,f,10,2,3,3,2.666666667,11,39,69,41,t,8,yes,40
42404740,150,2,1,0,1907,f,1,t,t,6,2,2,2,2,0,0,0,0,f,5,no,0
125050619,150,180,3,71,1313,t,4,t,f,3,1,1,0,0.666666667,8,35,65,70,t,3,no,33
49022701,150,0,1,144,1825,f,1,t,f,2,1,1,1,1,16,46,76,0,f,7,yes,15
125050619,150,1,3,181,1313,t,4,t,f,4,1,2,2,1.666666667,5,5,5,1,t,3,no,21
6675290,154,14,8,114,2722,f,8,t,t,7,3,2,3,2.666666667,22,52,82,4,t,7,no,34
6675290,154,1,8,121,2722,f,8,t,t,6,3,2,3,2.666666667,25,55,85,1,t,7,no,36
293692544,156,35,1,0,429,f,0,t,f,8,2,3,5,3.333333333,0,0,0,35,t,5,yes,24
71872719,165,17,14,350,1644,t,16,t,t,6,2,2,4,2.666666667,19,49,79,17,t,5,no,39
113421970,167,0,55,0,1386,f,57,t,f,6,3,3,3,3,0,0,0,0,t,7,yes,33
7367398,175,25,1,46,2683,f,1,t,f,2,1,1,1,1,4,16,46,7,f,6,yes,32
33361484,175,1,3,0,2009,f,0,t,f,4,1,2,2,1.666666667,0,0,0,1,t,6,yes,11
43349223,175,9,34,233,1896,t,14,t,t,12,3,5,6,4.666666667,15,45,75,9,t,7,yes,47
6675290,178,5,8,0,2722,f,8,t,t,5,2,2,2,2,0,0,0,5,t,7,no,35
49174131,180,0,1,339,1823,f,0,t,f,6,3,2,4,3,4,34,64,0,t,2,no,27
102252357,180,54,1,330,1471,f,1,t,f,2,1,1,1,1,0,26,56,21,t,4,yes,26
290143299,180,0,1,329,441,f,0,t,t,6,3,3,5,3.666666667,0,24,54,0,t,4,yes,21
71872719,180,14,14,319,1644,t,16,t,t,6,25,2,4,10.33333333,2,27,48,14,t,5,no,41
6675290,189,6,8,0,2722,f,8,t,t,7,3,2,4,3,0,0,0,6,t,7,no,34
38288653,195,24,1,71,1950,t,0,t,f,6,15,2,3,6.666666667,12,42,71,24,f,5,yes,43
71872719,199,47,14,319,1644,t,16,t,t,6,25,2,4,10.33333333,0,21,51,33,t,5,no,40
71872719,199,39,14,292,1644,t,16,t,t,6,25,2,4,10.33333333,8,25,39,27,t,5,no,39
71872719,199,48,14,339,1644,t,16,t,t,6,2,2,4,2.666666667,4,34,64,35,t,5,no,36
71872719,199,40,14,303,1644,t,16,t,t,6,2,2,4,2.666666667,9,34,59,30,t,5,no,38
71872719,199,20,14,1,1644,t,16,t,t,6,2,2,4,2.666666667,1,1,1,15,t,5,no,36
71872719,199,19,14,295,1644,t,16,t,t,6,2,2,4,2.666666667,4,7,23,19,t,5,no,40
28189980,2500,0,1,0,2090,f,1,t,f,16,3,7,16,8.666666667,0,0,0,0,t,4,no,20
2527764,200,95,1,315,3085,f,1,t,t,6,3,3,3,3,0,27,57,0,f,4,no,40
11463405,200,1,1,0,2488,f,1,t,t,4,2,2,4,2.666666667,0,0,0,0,f,5,no,13
181198,200,0,1,0,3762,f,1,t,t,4,1,1,3,1.666666667,0,0,0,0,f,5,no,0
13061708,200,84,4,347,2437,t,5,t,f,8,2,3,4,3,15,45,75,46,t,8,yes,36
13061708,244,31,4,335,2437,t,5,t,f,12,2,4,4,3.333333333,10,37,66,31,t,8,yes,19
63627865,250,3,1,87,1699,f,1,t,f,4,2,2,3,2.333333333,27,57,87,0,f,9,yes,42
78352040,250,1,2,0,1609,t,2,t,f,4,2,2,2,2,0,0,0,1,t,8,yes,18
55726918,260,25,1,358,1756,f,1,t,t,6,25,3,3,10.33333333,23,53,83,0,f,6,yes,19
167623281,260,41,2,54,1034,t,2,t,t,12,25,3,7,11.66666667,19,46,54,36,t,5,yes,28
323991152,275,26,1,335,314,t,0,t,f,12,3,5,8,5.333333333,13,39,69,26,f,6,yes,36
6675290,282,9,8,0,2722,f,8,t,t,8,2,3,4,3,0,0,0,3,t,7,no,34
63524972,289,8,1,139,1700,f,0,t,f,15,3,4,8,5,7,34,60,8,f,1,no,41
71872719,299,15,14,340,1644,t,16,t,t,6,25,2,4,10.33333333,5,35,65,15,t,5,no,39
71872719,299,11,14,339,1644,t,16,t,t,6,2,2,4,2.666666667,5,34,64,11,t,5,no,40
32978529,300,23,1,0,2014,f,1,t,t,8,2,4,4,3.333333333,0,0,0,0,f,5,no,23
31349554,305,2,1,0,2037,f,1,t,t,6,2,3,4,3,0,0,0,0,f,6,no,18
261415483,349,2,2,83,550,t,1,t,f,10,2,4,6,4,23,53,83,2,f,5,yes,19
90108237,35,15,4,0,1550,t,1,t,t,6,2,2,3,2.333333333,0,0,0,15,f,10,yes,37
99274734,350,0,1,90,1493,f,1,t,f,5,1,1,1,1,30,60,90,0,t,8,yes,25
48409537,359,65,2,18,1832,t,2,t,f,6,2,3,4,3,3,3,11,36,f,8,yes,52
261415483,429,51,2,83,550,t,1,t,f,12,25,4,5,11.33333333,24,54,83,38,f,5,yes,34
229095817,50,24,12,77,709,f,439,t,f,4,1,2,2,1.666666667,18,48,77,24,f,3,no,27
126644161,596,7,41,0,1303,f,306,t,f,6,2,3,4,3,0,0,0,4,t,9,yes,30
48782615,67,16,1,0,1828,f,1,t,t,3,1,0,1,0.666666667,0,0,0,0,t,4,no,36
1291828,69,2,4,310,3317,t,7,t,t,2,1,0,1,0.666666667,0,5,35,1,f,7,yes,18
147264186,70,1,1,0,1178,f,1,t,f,2,1,0,1,0.666666667,0,0,0,0,f,7,yes,15
252882128,75,10,1,0,590,t,1,t,f,2,1,1,1,1,0,0,0,5,f,4,yes,13
12579898,750,8,3,1,2452,t,3,t,t,10,1,1,2,1.333333333,1,1,1,1,t,8,yes,42
2688608,80,8,1,0,3067,f,1,t,t,3,1,1,2,1.333333333,0,0,0,1,f,7,no,20
90108237,82,3,4,0,1550,t,1,t,t,4,1,1,2,1.333333333,0,0,0,3,f,10,yes,35
1291828,89,60,4,361,3317,t,7,t,t,2,1,1,1,1,26,56,86,1,f,7,yes,22
1291828,89,6,4,85,3317,t,7,t,t,2,1,1,1,1,26,56,85,2,f,7,yes,22
249677217,89,50,1,318,605,f,1,t,f,5,1,1,1,1,0,14,44,31,t,5,yes,41
5657321,90,47,1,3,2787,t,1,t,f,3,1,1,2,1.333333333,3,3,3,34,t,8,yes,31
1291828,98,3,4,318,3317,t,7,t,t,4,2,2,2,2,0,13,43,0,f,7,yes,20
17897422,1000,0,1,0,2317,f,1,t,f,6,1,1,2,1.333333333,0,0,0,0,f,7,yes,0
